order_id,payment_id,payment_method,payment_status,attempt_number,payment_amount,payment_created_at,processor
ORD001183,P00102,amex,authorized,1,339.43,2025-01-15,stripe
ORD000580,P00375,amex,captured,1,239.48,2025-10-04,adyen
ORD001315,P00404,klarna,captured,1,42.7,2025-09-14,adyen
ORD000798,P01507,mastercard,refunded,3,395.28,2025-10-17,adyen
ORD000366,P01273,apple_pay,captured,3,182.84,2025-12-18,adyen
ORD000423,P00874,apple_pay,failed,1,350.48,2025-09-28,stripe
ORD000175,P01583,paypal,captured,1,436.21,2025-05-12,braintree
ORD000849,P00983,klarna,captured,2,283.33,2025-02-16,stripe
ORD000636,P00827,klarna,authorized,2,159.43,2025-11-27,adyen
ORD000109,P01306,visa,authorized,3,136.35,2025-09-24,stripe
ORD001073,P01558,mastercard,failed,3,425.9,2025-06-12,stripe
ORD000580,P00654,amex,refunded,3,536.01,2025-08-07,stripe
ORD000058,P00766,paypal,captured,1,588.19,2025-07-14,braintree
ORD000809,P00542,mastercard,captured,1,483.93,2025-01-19,stripe
ORD001003,P00673,paypal,authorized,1,365.6,2025-04-03,stripe
ORD001245,P00370,klarna,captured,2,519.95,2025-04-14,braintree
ORD000398,P01144,visa,failed,3,239.9,2025-08-15,stripe
ORD000023,P00752,klarna,authorized,3,530.49,2025-06-04,adyen
ORD000163,P00929,amex,authorized,3,263.84,2025-06-04,braintree
ORD000065,P01106,klarna,captured,3,361.25,2025-07-18,adyen
ORD000719,P00901,apple_pay,captured,2,110.25,2025-11-21,stripe
ORD000904,P01197,visa,authorized,2,303.35,2025-03-07,braintree
ORD000878,P01184,klarna,captured,1,211.48,2025-02-11,adyen
ORD000521,P00653,visa,captured,1,226.24,2025-07-12,stripe
ORD001326,P00315,mastercard,chargeback,3,362.93,2025-11-09,adyen
ORD001249,P00441,paypal,refunded,2,530.31,2025-12-16,stripe
ORD000415,P00280,klarna,captured,3,497.31,2025-05-02,stripe
ORD000217,P01491,mastercard,failed,3,215.89,2025-05-10,adyen
ORD000554,P00894,paypal,captured,2,442.97,2025-10-31,adyen
ORD000642,P00605,visa,captured,1,333.1,2025-02-25,stripe
ORD000961,P01034,amex,authorized,2,215.5,2025-05-13,adyen
ORD000978,P01424,mastercard,authorized,3,545.75,2025-06-21,braintree
ORD000837,P01044,amex,captured,1,105.14,2025-04-18,stripe
ORD000886,P01598,apple_pay,chargeback,2,485.04,2025-06-14,stripe
ORD000436,P00590,apple_pay,captured,2,135.22,2025-12-27,stripe
ORD000108,P00443,apple_pay,refunded,3,536.55,2025-12-01,braintree
ORD000708,P01345,visa,authorized,1,435.59,2025-05-20,stripe
ORD000449,P01471,apple_pay,authorized,1,284.32,2025-06-18,stripe
ORD001205,P01031,paypal,chargeback,2,55.62,2025-12-04,braintree
ORD000338,P00082,visa,captured,1,116.3,2025-03-30,adyen
ORD001104,P00066,klarna,captured,2,107.33,2025-07-28,stripe
ORD000173,P00255,apple_pay,authorized,1,459.32,2025-03-23,braintree
ORD000765,P01543,apple_pay,failed,2,376.99,2025-08-20,stripe
ORD001238,P00257,amex,authorized,3,138.39,2025-01-13,stripe
ORD000959,P00087,apple_pay,refunded,3,226.93,2025-03-19,stripe
ORD000919,P00715,mastercard,authorized,3,192.51,2025-09-28,adyen
ORD001226,P01385,apple_pay,authorized,2,394.97,2025-09-11,stripe
ORD000769,P00488,paypal,failed,2,204.93,2025-04-08,adyen
ORD000124,P00616,paypal,captured,1,463.48,2025-03-16,stripe
ORD000547,P01533,apple_pay,authorized,3,420.03,2025-10-15,stripe
ORD000248,P00659,mastercard,captured,3,153.14,2025-12-24,braintree
ORD000667,P00387,visa,authorized,2,201.06,2025-07-20,adyen
ORD000043,P01176,paypal,authorized,1,334.18,2025-09-21,stripe
ORD000934,P01506,apple_pay,authorized,3,545.64,2025-09-17,stripe
ORD001038,P00871,mastercard,captured,1,75.77,2025-11-25,stripe
ORD000179,P00279,paypal,authorized,1,221.57,2025-03-16,stripe
ORD000596,P00824,klarna,failed,1,363.51,2025-07-27,braintree
ORD001237,P00322,paypal,failed,1,201.48,2025-02-26,stripe
ORD001019,P00677,visa,authorized,3,180.84,2025-05-02,stripe
ORD000405,P00584,klarna,captured,2,264.85,2025-06-02,adyen
ORD001140,P00040,klarna,captured,1,123.64,2025-12-07,braintree
ORD000739,P01159,apple_pay,captured,3,366.03,2025-05-11,stripe
ORD001347,P00555,paypal,captured,2,528.21,2025-01-10,stripe
ORD000600,P00265,paypal,captured,3,547.35,2025-07-04,adyen
ORD000612,P00602,paypal,authorized,2,288.13,2025-06-05,braintree
ORD000181,P00091,amex,captured,1,183.13,2025-10-01,adyen
ORD001130,P01175,paypal,authorized,3,235.61,2025-01-02,stripe
ORD000489,P00603,paypal,refunded,3,144.73,2025-11-28,stripe
ORD000232,P00711,apple_pay,captured,3,363.14,2025-09-28,braintree
ORD000384,P01532,klarna,captured,3,89.48,2025-08-05,adyen
ORD000975,P01115,apple_pay,captured,3,197.72,2025-11-10,adyen
ORD001015,P00314,klarna,authorized,3,110.65,2025-03-24,braintree
ORD000434,P00781,amex,authorized,3,131.11,2025-05-27,braintree
ORD000540,P00208,apple_pay,authorized,2,406.16,2025-04-18,stripe
ORD001377,P01318,amex,captured,3,595.72,2025-04-11,stripe
ORD001102,P00348,apple_pay,captured,2,408.5,2025-11-27,stripe
ORD000031,P01434,mastercard,authorized,1,154.02,2025-11-26,braintree
ORD000420,P00694,apple_pay,captured,1,250.52,2025-03-18,stripe
ORD000731,P00365,visa,captured,2,380.49,2025-04-02,adyen
ORD001353,P00148,apple_pay,captured,2,521.76,2025-02-04,stripe
ORD001131,P00585,mastercard,captured,2,431.41,2025-02-26,stripe
ORD000935,P01387,mastercard,refunded,1,95.77,2025-12-03,stripe
ORD000102,P00994,amex,captured,2,366.32,2025-03-12,braintree
ORD000213,P00838,amex,captured,2,126.33,2025-01-10,stripe
ORD000251,P00570,visa,captured,1,230.85,2025-11-16,adyen
ORD000909,P00019,paypal,failed,2,579.24,2025-10-01,stripe
ORD000694,P01536,visa,captured,2,536.33,2025-09-17,stripe
ORD001117,P01139,paypal,authorized,2,161.5,2025-02-23,stripe
ORD001336,P00136,amex,authorized,1,439.84,2025-01-07,stripe
ORD000019,P01446,paypal,captured,3,204.42,2025-09-01,adyen
ORD000051,P01306,visa,captured,2,14.64,2025-07-22,stripe
ORD000367,P00875,klarna,captured,2,511.57,2025-03-10,stripe
ORD001338,P01298,visa,authorized,1,495.27,2025-06-15,stripe
ORD001194,P01397,klarna,authorized,2,183.55,2025-11-24,braintree
ORD000928,P00098,amex,captured,2,465.53,2025-11-27,stripe
ORD001204,P01453,apple_pay,captured,1,28.58,2025-01-19,adyen
ORD000552,P00061,paypal,failed,2,328.47,2025-01-13,braintree
ORD000259,P01507,apple_pay,captured,1,589.13,2025-04-22,braintree
ORD001141,P00371,paypal,authorized,2,475.2,2025-10-01,adyen
ORD000551,P01482,apple_pay,captured,1,349.58,2025-10-13,adyen
ORD000232,P00545,paypal,captured,2,225.83,2025-07-11,stripe
ORD000931,P00996,apple_pay,captured,1,443.85,2025-07-27,adyen
ORD000719,P00136,paypal,captured,2,585.49,2025-06-22,braintree
ORD000855,P00905,mastercard,failed,2,123.35,2025-06-03,stripe
ORD001128,P00857,klarna,authorized,3,39.22,2025-02-15,adyen
ORD000357,P01039,klarna,authorized,2,232.59,2025-06-08,braintree
ORD001364,P01474,apple_pay,authorized,2,314.96,2025-12-26,stripe
ORD000063,P00735,mastercard,failed,3,154.68,2025-07-03,stripe
ORD000327,P01558,amex,captured,1,373.77,2025-08-06,stripe
ORD000570,P01214,apple_pay,authorized,1,190.46,2025-12-30,stripe
ORD000096,P00937,mastercard,authorized,2,589.33,2025-01-11,adyen
ORD000305,P00572,visa,authorized,1,166.55,2025-09-03,stripe
ORD000724,P00170,amex,captured,1,483.76,2025-04-03,stripe
ORD000710,P00947,paypal,captured,3,579.14,2025-06-27,adyen
ORD000853,P00003,klarna,captured,3,304.73,2025-01-05,stripe
ORD001077,P00395,mastercard,captured,1,127.56,2025-04-28,stripe
ORD000259,P01049,mastercard,failed,2,535.32,2025-07-18,stripe
ORD000904,P00865,apple_pay,captured,2,247.38,2025-07-03,braintree
ORD000823,P00768,klarna,failed,1,331.03,2025-05-24,stripe
ORD001293,P01519,klarna,captured,3,38.93,2025-12-03,adyen
ORD000165,P00006,paypal,captured,3,215.38,2025-03-21,stripe
ORD000911,P00382,visa,captured,2,338.01,2025-03-21,stripe
ORD000427,P00035,paypal,refunded,1,418.86,2025-07-28,stripe
ORD000505,P01483,visa,captured,1,571.18,2025-05-07,stripe
ORD000618,P00676,apple_pay,captured,2,354.26,2025-04-13,braintree
ORD001213,P01487,klarna,captured,1,170.13,2025-01-24,adyen
ORD000876,P00618,paypal,chargeback,2,338.73,2025-07-10,stripe
ORD001174,P01072,mastercard,authorized,3,51.84,2025-08-18,stripe
ORD001365,P00096,mastercard,captured,2,97.38,2025-07-27,stripe
ORD000208,P00538,apple_pay,authorized,3,217.59,2025-10-07,adyen
ORD000376,P00064,apple_pay,refunded,1,23.13,2025-08-31,adyen
ORD000110,P00272,apple_pay,failed,3,54.44,2025-08-19,stripe
ORD000418,P01411,visa,captured,3,14.33,2025-04-25,braintree
ORD000741,P00374,apple_pay,captured,1,117.26,2025-10-24,adyen
ORD000031,P00491,klarna,captured,1,497.07,2025-11-21,stripe
ORD000929,P00459,visa,captured,2,217.33,2025-10-09,stripe
ORD001047,P00061,amex,authorized,2,542.45,2025-02-08,braintree
ORD001245,P01211,apple_pay,failed,3,532.11,2025-12-21,stripe
ORD001164,P00013,paypal,captured,3,519.44,2025-07-21,stripe
ORD000079,P00005,klarna,authorized,1,135.0,2025-06-15,adyen
ORD001000,P00169,apple_pay,captured,2,212.01,2025-03-24,stripe
ORD000979,P01569,amex,authorized,3,286.31,2025-01-31,stripe
ORD001254,P01553,paypal,captured,1,264.64,2025-11-02,adyen
ORD001200,P00538,apple_pay,captured,3,57.14,2025-07-15,stripe
ORD000491,P00913,apple_pay,captured,3,150.94,2025-11-30,adyen
ORD000752,P01410,mastercard,authorized,1,375.93,2025-10-09,stripe
ORD000978,P01371,klarna,captured,1,409.16,2025-10-23,adyen
ORD001258,P00151,klarna,captured,1,225.15,2025-05-29,adyen
ORD001390,P01550,mastercard,captured,1,185.23,2025-05-17,stripe
ORD001368,P00318,mastercard,captured,2,355.78,2025-06-13,adyen
ORD000007,P01549,amex,captured,2,401.45,2025-01-02,adyen
ORD000448,P00352,mastercard,captured,2,429.48,2025-09-27,braintree
ORD000118,P01188,mastercard,authorized,3,488.47,2025-11-24,stripe
ORD001151,P00341,mastercard,authorized,2,354.49,2025-01-07,adyen
ORD000790,P00776,apple_pay,captured,1,233.54,2025-11-22,braintree
ORD000546,P01282,klarna,failed,3,215.25,2025-08-28,adyen
ORD000479,P00516,visa,captured,2,30.26,2025-07-22,braintree
ORD001225,P00095,paypal,captured,2,255.65,2025-09-16,stripe
ORD000221,P00945,mastercard,captured,2,522.58,2025-01-08,adyen
ORD000220,P01082,mastercard,captured,1,380.32,2025-12-21,stripe
ORD000833,P00141,paypal,authorized,3,359.91,2025-11-14,stripe
ORD001288,P01489,visa,captured,1,142.05,2025-09-24,adyen
ORD000719,P00716,visa,captured,1,361.69,2025-05-02,stripe
ORD000427,P01085,klarna,authorized,2,116.44,2025-02-17,braintree
ORD001351,P01173,amex,failed,1,211.2,2025-04-21,adyen
ORD000860,P00603,visa,refunded,2,354.85,2025-07-01,braintree
ORD000245,P00740,klarna,authorized,2,36.78,2025-12-27,adyen
ORD000317,P00446,paypal,authorized,3,193.73,2025-05-29,adyen
ORD000208,P01054,apple_pay,captured,2,62.23,2025-09-24,stripe
ORD000240,P00697,paypal,refunded,1,106.73,2025-05-27,adyen
ORD000690,P01423,amex,refunded,2,217.77,2025-01-23,stripe
ORD001332,P00683,apple_pay,refunded,3,418.76,2025-10-14,stripe
ORD000616,P01022,amex,captured,1,167.78,2025-05-04,stripe
ORD000231,P00515,apple_pay,chargeback,1,21.85,2025-08-01,adyen
ORD001345,P01074,klarna,captured,1,245.44,2025-05-02,stripe
ORD001215,P01435,klarna,authorized,3,140.4,2025-09-24,braintree
ORD000013,P00973,paypal,captured,1,469.19,2025-10-25,braintree
ORD001359,P01234,visa,captured,1,494.96,2025-09-30,adyen
ORD000033,P01467,visa,failed,1,405.87,2025-11-24,stripe
ORD000366,P01118,amex,captured,2,371.67,2025-09-09,adyen
ORD000886,P00181,paypal,failed,3,441.07,2025-07-12,adyen
ORD000662,P00448,visa,captured,2,231.83,2025-10-04,stripe
ORD000905,P00547,amex,authorized,1,394.18,2025-09-07,stripe
ORD000458,P01516,amex,failed,3,257.64,2025-03-21,braintree
ORD000305,P00585,amex,captured,2,263.6,2025-04-18,stripe
ORD001297,P00141,paypal,authorized,1,475.35,2025-02-06,stripe
ORD000812,P01279,mastercard,captured,1,476.74,2025-10-06,braintree
ORD000808,P01584,paypal,failed,2,246.26,2025-02-28,stripe
ORD000657,P00973,amex,refunded,1,562.92,2025-02-01,braintree
ORD000498,P01238,klarna,failed,2,329.51,2025-10-23,stripe
ORD000297,P00025,mastercard,captured,2,297.43,2025-01-19,stripe
ORD000019,P01156,klarna,failed,2,305.91,2025-12-15,braintree
ORD000175,P00372,klarna,authorized,1,469.83,2025-03-22,stripe
ORD000676,P00563,mastercard,captured,1,580.85,2025-12-08,stripe
ORD000500,P00569,amex,captured,1,417.13,2025-08-28,stripe
ORD000642,P00578,apple_pay,refunded,1,211.36,2025-01-05,braintree
ORD000126,P00428,amex,authorized,1,314.91,2025-10-12,stripe
ORD000129,P00724,apple_pay,chargeback,3,191.25,2025-12-30,stripe
ORD000527,P00321,mastercard,captured,2,395.67,2025-12-04,stripe
ORD000251,P00415,klarna,authorized,2,599.54,2025-11-20,adyen
ORD000007,P00832,apple_pay,captured,1,520.31,2025-03-30,stripe
ORD000918,P00591,visa,authorized,1,288.92,2025-03-14,stripe
ORD000345,P01465,mastercard,captured,1,211.89,2025-04-24,stripe
ORD001385,P00413,paypal,captured,1,277.11,2025-07-23,adyen
ORD000918,P00038,mastercard,failed,2,196.58,2025-10-11,stripe
ORD000883,P00996,amex,captured,2,595.07,2025-12-26,adyen
ORD000387,P01292,paypal,failed,3,129.13,2025-06-25,adyen
ORD000026,P00803,amex,captured,3,487.76,2025-06-21,braintree
ORD000078,P00163,klarna,failed,1,254.46,2025-11-07,adyen
ORD000677,P00071,paypal,failed,3,394.49,2025-12-15,adyen
ORD000552,P01110,amex,captured,1,554.47,2025-06-06,stripe
ORD000740,P01522,mastercard,authorized,3,359.33,2025-07-18,braintree
ORD000072,P01147,mastercard,chargeback,3,373.93,2025-04-05,adyen
ORD000501,P01135,visa,failed,2,31.24,2025-05-06,stripe
ORD000848,P00015,visa,failed,2,86.01,2025-10-05,stripe
ORD001172,P00463,apple_pay,authorized,2,328.9,2025-02-28,stripe
ORD000750,P00152,apple_pay,failed,3,228.68,2025-04-15,braintree
ORD000226,P00440,visa,authorized,3,369.39,2025-02-07,stripe
ORD000727,P01488,paypal,captured,3,236.7,2025-04-03,stripe
ORD000406,P00141,mastercard,captured,1,113.23,2025-09-15,stripe
ORD000164,P01479,apple_pay,captured,3,480.09,2025-11-10,stripe
ORD001034,P01574,paypal,authorized,3,508.63,2025-04-30,stripe
ORD000814,P00137,apple_pay,captured,2,581.14,2025-11-24,stripe
ORD000258,P00794,paypal,authorized,1,128.43,2025-05-29,stripe
ORD000931,P00766,mastercard,captured,3,193.77,2025-04-08,stripe
ORD001067,P00367,paypal,authorized,2,175.67,2025-12-09,adyen
ORD000402,P00699,klarna,captured,3,558.77,2025-07-07,adyen
ORD000695,P01432,klarna,captured,3,362.47,2025-03-14,adyen
ORD000857,P01527,apple_pay,chargeback,2,554.24,2025-03-22,braintree
ORD000095,P00535,amex,captured,3,535.3,2025-05-17,stripe
ORD000180,P00015,paypal,captured,2,154.72,2025-02-09,stripe
ORD000528,P01044,visa,chargeback,3,262.42,2025-11-28,stripe
ORD001326,P01286,paypal,refunded,1,254.04,2025-08-14,stripe
ORD000865,P01310,visa,captured,3,297.27,2025-12-10,braintree
ORD000586,P00766,mastercard,captured,3,598.64,2025-03-29,stripe
ORD000443,P00078,paypal,authorized,2,112.53,2025-10-21,stripe
ORD000840,P00957,amex,captured,3,465.74,2025-09-04,stripe
ORD001277,P00898,amex,failed,2,144.3,2025-05-20,stripe
ORD001356,P00924,paypal,chargeback,3,446.24,2025-05-08,adyen
ORD000562,P01537,klarna,authorized,2,129.6,2025-02-15,adyen
ORD000199,P00425,klarna,authorized,1,320.98,2025-10-19,adyen
ORD000684,P00350,paypal,refunded,1,403.99,2025-10-16,stripe
ORD000875,P00523,paypal,failed,3,264.81,2025-07-24,stripe
ORD000203,P00585,amex,captured,2,580.04,2025-11-03,adyen
ORD000496,P01238,klarna,authorized,3,426.27,2025-08-15,stripe
ORD000054,P01135,klarna,captured,1,102.82,2025-09-18,stripe
ORD000529,P00116,visa,captured,3,229.56,2025-12-30,adyen
ORD001232,P01147,apple_pay,captured,3,195.25,2025-05-04,stripe
ORD001219,P01596,visa,authorized,3,184.35,2025-08-27,stripe
ORD000181,P01297,apple_pay,captured,3,134.93,2025-08-27,braintree
ORD000216,P01390,amex,captured,2,119.57,2025-11-28,braintree
ORD001186,P01253,paypal,authorized,1,523.39,2025-09-14,stripe
ORD001138,P00226,apple_pay,captured,1,593.71,2025-04-08,braintree
ORD001334,P00354,mastercard,authorized,2,104.42,2025-11-20,stripe
ORD001063,P01481,visa,captured,3,476.84,2025-10-24,adyen
ORD000983,P01502,paypal,refunded,3,144.25,2025-02-20,stripe
ORD000843,P01462,klarna,captured,2,317.79,2025-09-27,braintree
ORD000239,P01253,visa,authorized,3,126.31,2025-04-07,adyen
ORD001170,P00121,amex,captured,1,169.96,2025-04-10,stripe
ORD001202,P00834,paypal,authorized,1,252.31,2025-05-28,stripe
ORD000712,P01192,mastercard,captured,1,425.98,2025-04-25,stripe
ORD000095,P00701,klarna,authorized,2,289.68,2025-10-24,stripe
ORD000955,P00188,paypal,refunded,1,487.93,2025-03-13,stripe
ORD001372,P01065,paypal,authorized,1,66.99,2025-11-23,stripe
ORD000187,P01549,visa,refunded,1,347.39,2025-01-21,adyen
ORD001233,P00468,visa,captured,3,72.96,2025-04-12,adyen
ORD000044,P00559,visa,captured,1,79.5,2025-06-15,stripe
ORD000902,P00056,visa,refunded,3,192.25,2025-07-04,stripe
ORD000164,P01233,paypal,captured,1,71.94,2025-11-19,stripe
ORD000922,P00751,klarna,captured,1,467.52,2025-08-10,stripe
ORD001263,P00693,apple_pay,failed,3,309.36,2025-07-13,stripe
ORD000033,P00548,mastercard,authorized,1,390.29,2025-03-02,stripe
ORD000759,P01092,mastercard,authorized,3,43.19,2025-01-16,stripe
ORD000893,P01544,paypal,failed,1,142.64,2025-10-17,stripe
ORD001176,P01445,apple_pay,authorized,1,318.74,2025-07-30,stripe
ORD000734,P01574,apple_pay,refunded,2,58.39,2025-06-21,braintree
ORD001345,P00506,paypal,captured,3,104.75,2025-07-03,braintree
ORD000637,P00930,mastercard,captured,1,22.91,2025-11-23,stripe
ORD000910,P01303,amex,captured,2,547.78,2025-06-16,stripe
ORD000482,P00856,apple_pay,captured,3,264.43,2025-07-20,stripe
ORD000525,P01062,klarna,refunded,1,36.56,2025-07-08,stripe
ORD001137,P00177,visa,authorized,2,281.69,2025-11-01,braintree
ORD001056,P00009,apple_pay,captured,3,533.65,2025-03-23,stripe
ORD000760,P00664,apple_pay,authorized,2,122.07,2025-01-18,stripe
ORD000901,P01171,mastercard,authorized,3,150.34,2025-12-16,braintree
ORD001316,P01144,visa,authorized,3,589.52,2025-06-10,stripe
ORD000601,P00005,mastercard,captured,2,513.81,2025-07-30,stripe
ORD000855,P00019,mastercard,captured,3,333.63,2025-06-02,braintree
ORD000876,P01001,visa,authorized,3,119.75,2025-04-18,stripe
ORD000257,P01101,mastercard,chargeback,1,139.52,2025-03-12,braintree
ORD000820,P00280,mastercard,captured,1,518.26,2025-09-05,stripe
ORD000610,P01231,klarna,failed,3,408.57,2025-07-24,adyen
ORD000931,P00095,visa,authorized,1,217.06,2025-08-17,stripe
ORD001214,P01267,paypal,captured,2,25.32,2025-10-01,stripe
ORD001038,P01600,mastercard,captured,1,90.25,2025-04-20,stripe
ORD000988,P01136,klarna,captured,1,440.25,2025-06-30,adyen
ORD000588,P01588,amex,failed,3,392.76,2025-08-08,adyen
ORD000078,P01343,paypal,captured,1,221.68,2025-10-31,stripe
ORD001076,P00464,amex,captured,2,359.26,2025-02-05,braintree
ORD000098,P00881,apple_pay,captured,3,455.52,2025-04-17,braintree
ORD000121,P01066,apple_pay,captured,2,389.86,2025-03-13,adyen
ORD000459,P00064,paypal,authorized,1,151.31,2025-04-19,adyen
ORD001141,P01362,amex,captured,2,571.39,2025-12-08,stripe
ORD001252,P01434,amex,refunded,1,23.94,2025-03-02,stripe
ORD000632,P00090,mastercard,authorized,2,338.2,2025-10-01,stripe
ORD000689,P00770,paypal,captured,2,141.75,2025-10-14,stripe
ORD001325,P00516,mastercard,failed,2,427.44,2025-09-29,stripe
ORD000022,P00579,mastercard,captured,3,341.47,2025-02-24,stripe
ORD001310,P00237,amex,captured,3,125.46,2025-01-31,stripe
ORD000382,P00969,klarna,authorized,3,308.47,2025-02-24,stripe
ORD000900,P00119,amex,authorized,2,316.65,2025-11-02,stripe
ORD001005,P00165,klarna,captured,3,257.98,2025-01-03,adyen
ORD001029,P01047,paypal,captured,1,34.88,2025-09-21,stripe
ORD001102,P00014,visa,captured,1,132.0,2025-05-22,stripe
ORD000050,P00317,paypal,captured,2,581.6,2025-12-13,adyen
ORD001267,P01099,klarna,captured,3,121.21,2025-06-09,stripe
ORD000243,P00226,klarna,authorized,2,280.67,2025-06-18,stripe
ORD000426,P01232,mastercard,captured,2,183.48,2025-06-14,adyen
ORD001087,P01002,mastercard,captured,3,456.54,2025-10-22,adyen
ORD000887,P01514,apple_pay,captured,3,351.07,2025-10-07,adyen
ORD000344,P00006,amex,captured,1,432.09,2025-12-16,stripe
ORD000723,P01372,apple_pay,captured,2,385.82,2025-06-01,adyen
ORD000347,P01122,paypal,captured,3,307.18,2025-11-03,stripe
ORD000240,P01581,mastercard,failed,2,576.77,2025-01-02,stripe
ORD000533,P00214,mastercard,captured,3,424.88,2025-08-15,adyen
ORD000246,P01578,visa,captured,3,416.41,2025-08-11,stripe
ORD001114,P00901,mastercard,authorized,1,417.38,2025-01-19,adyen
ORD000286,P00565,apple_pay,failed,3,285.41,2025-03-04,braintree
ORD000955,P01111,mastercard,captured,2,389.19,2025-12-22,stripe
ORD000416,P00972,amex,authorized,1,366.66,2025-01-10,stripe
ORD001204,P00973,mastercard,authorized,2,534.09,2025-07-04,adyen
ORD001064,P00214,amex,failed,1,587.52,2025-10-11,braintree
ORD001045,P01552,klarna,captured,3,294.99,2025-12-25,stripe
ORD000781,P00861,apple_pay,failed,2,364.49,2025-03-31,adyen
ORD000668,P00586,apple_pay,captured,1,181.26,2025-08-17,stripe
ORD000476,P00291,mastercard,failed,1,508.81,2025-10-03,adyen
