unit,shift_id,responder_id,experience_level,rescue_attempts,successful_rescues
Unit Echo,S00619,R01346,senior,3,2
Unit Bravo,S00620,R01466,mid,6,5
Unit Echo,S00621,R00093,mid,4,2
Unit Alpha,S00622,R02446,mid,5,2
Unit Bravo,S00623,R02388,junior,7,6
Unit Delta,S00624,R03587,junior,4,1
Unit Delta,S00625,R00236,junior,5,3
Unit Alpha,S00626,R04930,mid,5,4
Unit Echo,S00627,R03585,junior,5,4
Unit Alpha,S00628,R03913,junior,5,4
Unit Bravo,S00629,R04978,senior,10,10
Unit Bravo,S00630,R03859,mid,5,4
Unit Alpha,S00631,R04610,junior,4,2
Unit Delta,S00632,R00183,mid,7,6
Unit Alpha,S00633,R01686,junior,6,4
Unit Delta,S00634,R00565,junior,4,3
Unit Delta,S00635,R00760,mid,2,1
Unit Echo,S00636,R01416,mid,5,3
Unit Delta,S00637,R03565,junior,8,4
Unit Delta,S00638,R00318,junior,4,2
Unit Bravo,S00639,R03294,senior,5,5
Unit Delta,S00640,R04047,senior,7,5
Unit Delta,S00641,R00698,mid,5,3
Unit Alpha,S00642,R04999,mid,1,1
Unit Alpha,S00643,R01686,senior,7,5
Unit Alpha,S00644,R02697,junior,6,3
Unit Alpha,S00645,R03239,mid,6,4
Unit Echo,S00646,R02831,junior,4,3
Unit Bravo,S00647,R00368,mid,3,1
Unit Alpha,S00648,R03107,junior,5,3
Unit Delta,S00649,R00641,mid,4,2
Unit Alpha,S00650,R01685,mid,4,4
Unit Bravo,S00651,R00220,mid,10,8
Unit Alpha,S00652,R03391,mid,5,4
Unit Bravo,S00653,R04089,mid,6,4
Unit Delta,S00654,R01043,senior,4,4
Unit Bravo,S00655,R04428,senior,11,11
Unit Bravo,S00656,R01157,senior,5,4
Unit Alpha,S00657,R03848,junior,9,6
Unit Echo,S00658,R03959,mid,5,3
Unit Delta,S00659,R01771,junior,7,4
Unit Echo,S00660,R01274,mid,3,3
Unit Alpha,S00661,R03704,junior,3,2
Unit Bravo,S00662,R03364,mid,5,0
Unit Delta,S00663,R00130,junior,7,6
Unit Echo,S00664,R02930,junior,8,6
Unit Bravo,S00665,R04891,mid,4,4
Unit Delta,S00666,R04639,mid,4,3
Unit Bravo,S00667,R00191,junior,5,3
Unit Echo,S00668,R03275,senior,8,7
Unit Delta,S00669,R03963,senior,7,7
Unit Echo,S00670,R03435,senior,6,6
Unit Bravo,S00671,R03886,junior,5,2
Unit Echo,S00672,R02367,junior,3,2
Unit Delta,S00673,R02410,junior,3,2
Unit Echo,S00674,R00829,junior,5,3
Unit Echo,S00675,R04030,junior,4,2
Unit Alpha,S00676,R01367,junior,5,4
Unit Echo,S00677,R04061,mid,7,5
Unit Echo,S00678,R01190,junior,3,1
Unit Echo,S00679,R00016,junior,4,4
Unit Echo,S00680,R01515,junior,7,4
Unit Delta,S00681,R02644,junior,8,5
Unit Delta,S00682,R01866,junior,8,4
Unit Delta,S00683,R02131,mid,7,7
Unit Delta,S00684,R00874,senior,6,6
Unit Bravo,S00685,R02510,mid,8,6
Unit Delta,S00686,R01278,senior,6,6
Unit Alpha,S00687,R03555,junior,8,3
Unit Delta,S00688,R04045,senior,5,5
Unit Delta,S00689,R03081,junior,4,2
Unit Alpha,S00690,R03211,junior,4,4
Unit Alpha,S00691,R01035,senior,7,6
Unit Delta,S00692,R03732,junior,3,2
Unit Bravo,S00693,R03733,junior,6,4
Unit Bravo,S00694,R00698,junior,4,1
Unit Bravo,S00695,R01184,junior,10,5
Unit Bravo,S00696,R04236,mid,5,4
Unit Echo,S00697,R02678,senior,7,6
Unit Bravo,S00698,R03734,mid,8,6
Unit Echo,S00699,R00986,junior,4,1
Unit Delta,S00700,R00062,junior,9,7
Unit Echo,S00701,R00274,mid,5,4
Unit Bravo,S00702,R01889,mid,7,5
Unit Echo,S00703,R03201,senior,7,4
Unit Alpha,S00704,R04899,junior,3,2
Unit Alpha,S00705,R01097,senior,4,4
Unit Bravo,S00706,R04431,junior,4,3
Unit Bravo,S00707,R02734,junior,5,3
Unit Echo,S00708,R00997,mid,12,10
Unit Bravo,S00709,R04257,junior,5,1
Unit Delta,S00710,R02699,mid,6,3
Unit Alpha,S00711,R02767,senior,6,5
Unit Alpha,S00712,R02930,mid,8,6
Unit Alpha,S00713,R04858,junior,4,3
Unit Echo,S00714,R02220,mid,5,5
Unit Delta,S00715,R02955,mid,8,7
Unit Bravo,S00716,R01394,senior,6,5
Unit Bravo,S00717,R04967,junior,5,2
Unit Bravo,S00718,R01142,junior,4,4
Unit Delta,S00719,R01658,mid,7,6
Unit Bravo,S00720,R02336,senior,7,6
Unit Bravo,S00721,R04248,mid,5,5
Unit Alpha,S00722,R04226,mid,8,5
Unit Bravo,S00723,R01799,mid,7,5
Unit Bravo,S00724,R00082,junior,3,2
Unit Alpha,S00725,R00916,senior,5,5
Unit Echo,S00726,R00151,senior,7,7
Unit Delta,S00727,R00458,mid,6,3
Unit Bravo,S00728,R03855,junior,7,4
Unit Bravo,S00729,R01265,mid,3,2
Unit Alpha,S00730,R01420,junior,8,5
Unit Bravo,S00731,R01268,mid,13,11
Unit Echo,S00732,R01308,senior,6,5
Unit Alpha,S00733,R04773,senior,6,6
Unit Echo,S00734,R04094,junior,5,3
Unit Bravo,S00735,R02282,mid,5,4
Unit Bravo,S00736,R00681,junior,2,1
Unit Echo,S00737,R00415,junior,7,4
Unit Delta,S00738,R01493,mid,4,2
Unit Echo,S00739,R04098,junior,6,5
Unit Alpha,S00740,R01048,mid,7,3
Unit Bravo,S00741,R02294,mid,6,6
Unit Echo,S00742,R02432,senior,9,7
Unit Bravo,S00743,R04132,mid,9,7
Unit Echo,S00744,R04834,senior,6,6
Unit Alpha,S00745,R04599,junior,8,4
Unit Echo,S00746,R04200,junior,4,3
Unit Alpha,S00747,R02360,junior,2,1
Unit Alpha,S00748,R03425,mid,5,3
Unit Bravo,S00749,R00653,mid,6,3
Unit Bravo,S00750,R00458,mid,7,4
Unit Bravo,S00751,R03117,junior,6,5
Unit Bravo,S00752,R01225,senior,5,4
Unit Bravo,S00753,R00804,junior,2,1
Unit Echo,S00754,R01341,mid,8,6
Unit Echo,S00755,R01707,junior,7,4
Unit Echo,S00756,R01639,junior,7,5
Unit Delta,S00757,R02532,junior,5,3
Unit Bravo,S00758,R03671,senior,11,10
Unit Alpha,S00759,R03438,junior,7,4
Unit Echo,S00760,R04201,junior,6,1
Unit Alpha,S00761,R04909,mid,6,4
Unit Echo,S00762,R00182,mid,3,3
Unit Delta,S00763,R03183,mid,6,6
Unit Delta,S00764,R02318,mid,4,4
Unit Alpha,S00765,R02845,mid,5,4
Unit Alpha,S00766,R02609,mid,5,4
Unit Bravo,S00767,R04322,junior,6,3
Unit Alpha,S00768,R03754,junior,9,7
Unit Alpha,S00769,R01492,mid,4,2
Unit Alpha,S00770,R01255,mid,5,4
Unit Alpha,S00771,R04362,senior,4,4
Unit Delta,S00772,R03614,mid,6,3
Unit Echo,S00773,R00114,junior,3,1
Unit Alpha,S00774,R04471,senior,5,5
Unit Bravo,S00775,R03085,senior,5,5
Unit Delta,S00776,R01521,junior,3,2
Unit Bravo,S00777,R04156,junior,8,4
Unit Echo,S00778,R01984,junior,10,6
Unit Alpha,S00779,R01680,junior,5,4
Unit Bravo,S00780,R03441,mid,8,7
Unit Delta,S00781,R01682,junior,5,3
Unit Echo,S00782,R02651,junior,6,4
Unit Alpha,S00783,R01346,mid,4,3
Unit Alpha,S00784,R01556,junior,8,5
Unit Bravo,S00785,R04363,junior,12,8
Unit Bravo,S00786,R02724,senior,5,5
Unit Echo,S00787,R02490,junior,6,4
Unit Bravo,S00788,R03646,junior,4,0
Unit Delta,S00789,R04840,junior,7,4
Unit Delta,S00790,R04658,mid,4,3
Unit Echo,S00791,R03710,junior,6,2
Unit Delta,S00792,R03442,senior,8,6
Unit Bravo,S00793,R03875,mid,9,8
Unit Delta,S00794,R02454,junior,5,4
Unit Bravo,S00795,R00689,senior,10,9
Unit Delta,S00796,R04644,senior,5,4
Unit Echo,S00797,R04305,junior,7,5
Unit Echo,S00798,R02819,senior,6,6
Unit Delta,S00799,R04831,senior,4,4
Unit Alpha,S00800,R04915,junior,12,10
Unit Echo,S00801,R01333,senior,6,6
Unit Alpha,S00802,R00462,junior,7,4
Unit Bravo,S00803,R00641,junior,4,3
Unit Delta,S00804,R00451,junior,5,3
Unit Bravo,S00805,R02438,junior,3,2
Unit Bravo,S00806,R04062,junior,13,7
Unit Delta,S00807,R01105,senior,2,1
Unit Bravo,S00808,R00398,mid,4,4
Unit Bravo,S00809,R03474,junior,7,5
Unit Echo,S00810,R01223,mid,5,3
Unit Delta,S00811,R01188,junior,6,4
Unit Bravo,S00812,R01846,senior,5,4
Unit Bravo,S00813,R00733,mid,8,8
Unit Alpha,S00814,R04477,mid,10,10
Unit Delta,S00815,R03555,junior,5,3
Unit Bravo,S00816,R01023,junior,9,4
Unit Delta,S00817,R02410,senior,8,8
Unit Echo,S00818,R04099,mid,5,3
Unit Alpha,S00819,R00077,junior,7,5
Unit Delta,S00820,R03190,junior,6,5
Unit Bravo,S00821,R03982,senior,6,5
Unit Delta,S00822,R02439,junior,9,5
Unit Bravo,S00823,R00493,mid,6,3
Unit Bravo,S00824,R03756,senior,9,8
Unit Delta,S00825,R01120,junior,7,2
Unit Bravo,S00826,R03642,mid,11,7
Unit Echo,S00827,R02451,junior,5,3
Unit Alpha,S00828,R03481,junior,9,4
Unit Bravo,S00829,R02682,mid,7,5
Unit Alpha,S00830,R01290,mid,8,8
Unit Bravo,S00831,R04503,junior,5,2
Unit Bravo,S00832,R03603,mid,2,2
Unit Bravo,S00833,R02192,mid,3,3
Unit Bravo,S00834,R01011,senior,10,7
Unit Alpha,S00835,R04623,junior,4,2
Unit Bravo,S00836,R01234,mid,7,3
Unit Delta,S00837,R00332,junior,6,5
Unit Alpha,S00838,R02457,senior,9,9
Unit Alpha,S00839,R01559,mid,4,3
Unit Delta,S00840,R00348,senior,8,8
Unit Alpha,S00841,R03499,senior,4,4
Unit Bravo,S00842,R00054,junior,5,4
Unit Bravo,S00843,R01713,senior,5,4
Unit Delta,S00844,R00689,junior,5,5
Unit Delta,S00845,R04801,junior,5,3
Unit Bravo,S00846,R01431,junior,6,5
Unit Echo,S00847,R04121,mid,6,6
Unit Delta,S00848,R02878,junior,6,4
Unit Delta,S00849,R02478,senior,6,6
Unit Delta,S00850,R03891,junior,5,4
Unit Bravo,S00851,R04636,senior,6,5
Unit Echo,S00852,R02768,junior,5,3
Unit Delta,S00853,R03794,junior,7,5
Unit Alpha,S00854,R00681,senior,6,5
Unit Bravo,S00855,R01817,junior,9,5
Unit Alpha,S00856,R03775,mid,8,8
Unit Delta,S00857,R02426,mid,4,0
Unit Echo,S00858,R00812,junior,8,7
Unit Alpha,S00859,R00657,mid,8,6
Unit Bravo,S00860,R02667,junior,5,3
Unit Bravo,S00861,R01079,junior,8,3
Unit Alpha,S00862,R04081,junior,4,1
Unit Echo,S00863,R01873,senior,9,9
Unit Delta,S00864,R02505,junior,6,4
Unit Alpha,S00865,R00693,junior,7,5
Unit Alpha,S00866,R03722,junior,2,1
Unit Echo,S00867,R01378,mid,11,6
Unit Delta,S00868,R03583,senior,7,7
Unit Alpha,S00869,R01799,junior,5,3
Unit Alpha,S00870,R03252,senior,2,2
Unit Echo,S00871,R04926,junior,4,2
Unit Delta,S00872,R01950,mid,3,3
Unit Alpha,S00873,R01394,junior,6,5
Unit Alpha,S00874,R04303,mid,6,6
Unit Echo,S00875,R01897,junior,4,2
Unit Bravo,S00876,R00368,junior,6,4
Unit Bravo,S00877,R01632,senior,8,8
Unit Alpha,S00878,R04684,mid,8,5
Unit Delta,S00879,R00650,senior,7,7
Unit Echo,S00880,R02967,mid,7,5
Unit Alpha,S00881,R02276,mid,6,3
Unit Delta,S00882,R00586,senior,7,6
Unit Delta,S00883,R00996,mid,3,1
Unit Bravo,S00884,R01508,mid,8,8
Unit Alpha,S00885,R00159,mid,5,3
Unit Bravo,S00886,R00731,junior,9,5
Unit Echo,S00887,R00702,mid,11,8
Unit Echo,S00888,R00697,junior,9,8
Unit Echo,S00889,R03616,senior,8,8
Unit Alpha,S00890,R02215,senior,3,3
Unit Alpha,S00891,R00900,junior,4,1
Unit Delta,S00892,R03492,mid,5,3
Unit Alpha,S00893,R00856,mid,6,2
Unit Alpha,S00894,R02924,mid,6,6
Unit Echo,S00895,R02376,senior,2,2
Unit Echo,S00896,R01012,mid,3,3
Unit Alpha,S00897,R03583,senior,5,5
Unit Echo,S00898,R01907,senior,8,7
Unit Alpha,S00899,R00472,mid,6,6
Unit Alpha,S00900,R00084,junior,8,5
Unit Bravo,S00901,R00799,senior,4,4
Unit Delta,S00902,R03074,senior,9,9
Unit Echo,S00903,R02940,junior,5,3
Unit Echo,S00904,R01514,senior,6,5
Unit Delta,S00905,R00632,junior,6,4
Unit Echo,S00906,R00733,junior,9,5
Unit Echo,S00907,R03033,mid,6,4
Unit Alpha,S00908,R00541,mid,4,1
Unit Delta,S00909,R02019,junior,6,3
Unit Delta,S00910,R03864,junior,4,1
Unit Alpha,S00911,R00287,mid,6,5
Unit Bravo,S00912,R02091,junior,5,3
Unit Delta,S00913,R03868,senior,9,9
Unit Alpha,S00914,R03941,mid,7,7
Unit Delta,S00915,R04538,senior,9,8
Unit Delta,S00916,R02293,junior,8,6
Unit Echo,S00917,R04596,mid,8,8
Unit Echo,S00918,R00004,junior,5,4
Unit Echo,S00919,R00190,junior,6,3
Unit Alpha,S00920,R04865,junior,8,6
Unit Echo,S00921,R02280,junior,9,6
Unit Delta,S00922,R01036,mid,2,1
Unit Bravo,S00923,R03822,junior,7,5
Unit Delta,S00924,R01968,senior,6,6
Unit Delta,S00925,R04659,senior,2,2
Unit Delta,S00926,R02826,mid,8,4
Unit Bravo,S00927,R02680,senior,4,3
Unit Bravo,S00928,R02542,mid,2,2
Unit Echo,S00929,R01924,senior,8,8
Unit Delta,S00930,R01120,junior,3,2
Unit Alpha,S00931,R01778,mid,5,3
Unit Bravo,S00932,R00184,mid,11,8
Unit Delta,S00933,R00987,mid,12,11
Unit Alpha,S00934,R01398,senior,4,4
Unit Delta,S00935,R03255,mid,8,6
Unit Delta,S00936,R04260,junior,7,3
Unit Bravo,S00937,R04737,junior,4,3
Unit Bravo,S00938,R04342,mid,6,6
Unit Echo,S00939,R03448,junior,8,5
Unit Delta,S00940,R04540,senior,4,3
Unit Echo,S00941,R00075,senior,8,7
Unit Bravo,S00942,R03866,senior,13,9
Unit Echo,S00943,R01137,junior,9,5
Unit Alpha,S00944,R03743,junior,5,3
Unit Alpha,S00945,R02979,junior,5,3
Unit Echo,S00946,R02217,mid,6,2
Unit Echo,S00947,R02698,senior,6,6
Unit Delta,S00948,R01791,mid,7,3
Unit Bravo,S00949,R03471,senior,9,7
Unit Alpha,S00950,R01971,mid,7,5
Unit Delta,S00951,R01582,mid,6,5
Unit Alpha,S00952,R03769,mid,6,6
Unit Alpha,S00953,R04054,junior,5,4
Unit Alpha,S00954,R03809,mid,10,7
Unit Echo,S00955,R04137,junior,7,4
Unit Bravo,S00956,R04687,junior,9,4
Unit Bravo,S00957,R00369,mid,7,5
Unit Bravo,S00958,R02328,senior,4,2
Unit Echo,S00959,R03732,junior,5,2
Unit Alpha,S00960,R01660,mid,11,7
Unit Echo,S00961,R04102,mid,6,5
Unit Delta,S00962,R02511,mid,7,7
Unit Echo,S00963,R02509,senior,7,7
Unit Bravo,S00964,R02104,junior,6,3
Unit Echo,S00965,R01420,mid,7,5
Unit Bravo,S00966,R01571,senior,7,6
Unit Delta,S00967,R00932,junior,1,1
Unit Echo,S00968,R02972,mid,3,3
Unit Alpha,S00969,R01350,mid,3,2
Unit Bravo,S00970,R03564,junior,3,1
Unit Bravo,S00971,R02791,mid,12,9
Unit Bravo,S00972,R03615,mid,5,5
Unit Echo,S00973,R01372,mid,7,5
Unit Bravo,S00974,R02673,junior,5,0
Unit Echo,S00975,R04062,mid,5,3
Unit Echo,S00976,R03606,mid,5,3
Unit Alpha,S00977,R03387,junior,2,1
Unit Echo,S00978,R03708,senior,2,2
Unit Delta,S00979,R03469,junior,8,7
Unit Delta,S00980,R00979,junior,4,3
Unit Delta,S00981,R01252,mid,6,6
Unit Bravo,S00982,R01773,mid,5,4
Unit Echo,S00983,R01212,mid,3,3
Unit Delta,S00984,R01323,junior,3,3
Unit Delta,S00985,R00199,mid,8,7
Unit Echo,S00986,R01288,junior,6,5
Unit Bravo,S00987,R01163,mid,8,5
Unit Alpha,S00988,R04481,junior,10,5
Unit Delta,S00989,R04227,mid,6,5
Unit Alpha,S00990,R04066,mid,8,8
Unit Echo,S00991,R00401,mid,6,4
Unit Alpha,S00992,R00510,mid,5,4
Unit Alpha,S00993,R00644,junior,6,2
Unit Alpha,S00994,R03850,junior,4,3
Unit Bravo,S00995,R00932,mid,5,3
Unit Bravo,S00996,R04130,junior,6,4
Unit Echo,S00997,R01189,junior,12,7
Unit Echo,S00998,R04515,junior,7,2
Unit Echo,S00999,R03928,mid,3,3
Unit Alpha,S01000,R03690,mid,4,4
Unit Echo,S01001,R01186,mid,5,3
Unit Echo,S01002,R03214,junior,3,2
Unit Bravo,S01003,R04471,junior,3,3
Unit Delta,S01004,R02929,junior,11,9
Unit Echo,S01005,R03153,junior,4,2
Unit Echo,S01006,R01066,junior,13,8
Unit Bravo,S01007,R01176,junior,6,3
Unit Bravo,S01008,R00981,junior,5,2
Unit Alpha,S01009,R00891,junior,6,4
Unit Delta,S01010,R04122,mid,6,5
Unit Delta,S01011,R04502,senior,9,8
Unit Delta,S01012,R03221,mid,6,4
Unit Bravo,S01013,R04841,mid,8,4
Unit Alpha,S01014,R00714,mid,6,4
Unit Echo,S01015,R04923,mid,5,3
Unit Bravo,S01016,R00890,mid,5,4
Unit Alpha,S01017,R03741,senior,6,6
Unit Alpha,S01018,R00759,mid,4,4
Unit Bravo,S01019,R03278,senior,6,6
Unit Alpha,S01020,R01277,senior,5,5
Unit Alpha,S01021,R02312,junior,10,5
Unit Delta,S01022,R04385,senior,11,10
Unit Echo,S01023,R04107,junior,5,1
Unit Delta,S01024,R03507,junior,10,7
Unit Alpha,S01025,R01062,senior,9,8
Unit Alpha,S01026,R01232,junior,5,3
Unit Echo,S01027,R03999,mid,6,6
Unit Alpha,S01028,R03717,junior,6,0
Unit Delta,S01029,R02536,mid,2,1
Unit Bravo,S01030,R00317,mid,12,10
Unit Alpha,S01031,R04736,mid,6,4
Unit Bravo,S01032,R01504,mid,6,5
Unit Echo,S01033,R01798,senior,4,4
Unit Alpha,S01034,R01500,senior,6,4
Unit Echo,S01035,R02603,mid,5,3
Unit Bravo,S01036,R03117,mid,1,1
Unit Delta,S01037,R01572,junior,4,3
Unit Echo,S01038,R01283,mid,8,6
Unit Delta,S01039,R01365,junior,3,1
Unit Alpha,S01040,R03570,junior,5,4
Unit Echo,S01041,R01871,senior,9,9
Unit Bravo,S01042,R04415,senior,9,9
Unit Echo,S01043,R02337,junior,4,2
Unit Echo,S01044,R04040,junior,8,4
Unit Alpha,S01045,R04409,junior,9,5
Unit Bravo,S01046,R04339,junior,6,3
Unit Echo,S01047,R01829,mid,9,5
Unit Alpha,S01048,R00527,junior,4,2
Unit Delta,S01049,R02998,mid,4,4
Unit Delta,S01050,R00901,junior,4,3
Unit Delta,S01051,R03917,mid,2,1
Unit Bravo,S01052,R02055,junior,6,5
Unit Delta,S01053,R03028,mid,6,5
Unit Bravo,S01054,R00435,mid,5,5
Unit Alpha,S01055,R03458,junior,11,6
Unit Alpha,S01056,R01505,junior,5,0
Unit Delta,S01057,R01971,junior,6,3
Unit Echo,S01058,R03437,junior,8,4
Unit Echo,S01059,R02223,senior,9,9
Unit Alpha,S01060,R00542,senior,5,5
Unit Delta,S01061,R03017,mid,5,3
Unit Alpha,S01062,R00362,mid,7,5
Unit Echo,S01063,R00561,mid,8,5
Unit Echo,S01064,R01648,junior,7,6
Unit Echo,S01065,R04628,junior,4,1
Unit Bravo,S01066,R01126,senior,9,8
Unit Delta,S01067,R03430,senior,4,3
Unit Alpha,S01068,R02061,senior,4,4
Unit Delta,S01069,R00563,mid,7,5
Unit Bravo,S01070,R02685,mid,6,5
Unit Delta,S01071,R03844,mid,5,4
Unit Alpha,S01072,R03839,mid,10,6
Unit Alpha,S01073,R00323,mid,6,3
Unit Delta,S01074,R00636,junior,5,1
Unit Delta,S01075,R03819,junior,3,1
Unit Delta,S01076,R04664,junior,4,1
Unit Bravo,S01077,R02284,mid,6,5
Unit Echo,S01078,R03104,senior,6,6
Unit Bravo,S01079,R03684,mid,9,9
Unit Alpha,S01080,R03448,mid,7,5
Unit Alpha,S01081,R01975,junior,4,2
Unit Bravo,S01082,R00501,junior,2,1
Unit Delta,S01083,R04773,junior,6,5
Unit Echo,S01084,R01032,senior,6,6
Unit Bravo,S01085,R01721,senior,4,4
Unit Echo,S01086,R02289,mid,6,5
Unit Echo,S01087,R02082,junior,6,4
Unit Bravo,S01088,R04724,junior,9,4
Unit Echo,S01089,R03435,junior,6,2
Unit Bravo,S01090,R01695,senior,7,7
Unit Bravo,S01091,R00656,mid,8,6
Unit Alpha,S01092,R03274,junior,5,3
Unit Delta,S01093,R01612,mid,7,4
Unit Alpha,S01094,R03597,junior,7,4
Unit Bravo,S01095,R03293,mid,5,4
Unit Delta,S01096,R01208,junior,5,3
Unit Bravo,S01097,R03030,junior,8,5
Unit Delta,S01098,R02529,junior,9,4
Unit Alpha,S01099,R02545,junior,5,3
Unit Delta,S01100,R01156,mid,10,10
Unit Echo,S01101,R00039,junior,5,4
Unit Alpha,S01102,R00373,junior,7,6
Unit Alpha,S01103,R03001,junior,7,4
Unit Echo,S01104,R03277,senior,9,8
Unit Delta,S01105,R04199,senior,5,5
Unit Alpha,S01106,R03321,junior,9,7
Unit Delta,S01107,R01131,mid,3,3
Unit Echo,S01108,R01813,junior,6,5
Unit Bravo,S01109,R02359,junior,8,4
Unit Delta,S01110,R02445,junior,7,2
Unit Delta,S01111,R01545,mid,2,1
Unit Alpha,S01112,R02145,senior,4,4
Unit Echo,S01113,R01662,senior,3,3
Unit Alpha,S01114,R02777,junior,11,7
Unit Echo,S01115,R03839,mid,4,3
Unit Delta,S01116,R03001,junior,8,6
Unit Alpha,S01117,R00353,junior,9,3
Unit Bravo,S01118,R00607,mid,4,3
Unit Bravo,S01119,R04040,junior,5,5
Unit Echo,S01120,R04930,mid,14,11
Unit Alpha,S01121,R03288,senior,4,3
Unit Echo,S01122,R04272,mid,5,3
Unit Echo,S01123,R02384,mid,10,6
Unit Delta,S01124,R03228,junior,3,3
Unit Bravo,S01125,R03722,senior,7,7
Unit Bravo,S01126,R00714,junior,7,1
Unit Bravo,S01127,R00449,junior,2,1
Unit Delta,S01128,R01983,mid,6,6
Unit Delta,S01129,R04317,senior,7,6
Unit Alpha,S01130,R02207,mid,7,7
Unit Echo,S01131,R01122,junior,4,2
Unit Echo,S01132,R00937,junior,7,3
Unit Echo,S01133,R01971,mid,4,2
Unit Alpha,S01134,R03404,junior,9,6
Unit Alpha,S01135,R01437,senior,7,5
Unit Echo,S01136,R02985,mid,9,8
Unit Echo,S01137,R01100,junior,4,4
Unit Delta,S01138,R01790,junior,6,5
Unit Echo,S01139,R00638,junior,7,4
Unit Echo,S01140,R01225,junior,2,1
Unit Alpha,S01141,R00648,junior,4,2
Unit Echo,S01142,R03417,mid,5,4
Unit Alpha,S01143,R01014,senior,9,7
Unit Alpha,S01144,R01215,junior,3,3
Unit Echo,S01145,R04506,mid,10,9
Unit Alpha,S01146,R01552,junior,6,2
Unit Echo,S01147,R00305,mid,10,8
Unit Echo,S01148,R03269,senior,6,6
Unit Bravo,S01149,R04523,senior,4,4
Unit Alpha,S01150,R03961,junior,11,7
Unit Bravo,S01151,R04459,senior,4,4
Unit Alpha,S01152,R01666,mid,4,4
Unit Delta,S01153,R00196,mid,9,8
Unit Echo,S01154,R03294,junior,6,4
Unit Alpha,S01155,R03663,junior,10,4
Unit Echo,S01156,R03376,junior,12,8
Unit Echo,S01157,R00699,junior,5,3
Unit Alpha,S01158,R02363,junior,6,2
Unit Echo,S01159,R01655,junior,3,1
Unit Alpha,S01160,R00436,senior,7,5
Unit Bravo,S01161,R03325,senior,3,3
Unit Echo,S01162,R03932,senior,8,7
Unit Echo,S01163,R03370,senior,7,6
Unit Bravo,S01164,R04289,senior,7,6
Unit Delta,S01165,R01141,junior,2,2
Unit Delta,S01166,R01968,mid,5,5
Unit Echo,S01167,R01044,mid,3,1
Unit Bravo,S01168,R03631,senior,3,3
Unit Alpha,S01169,R00142,junior,8,4
Unit Bravo,S01170,R01749,senior,6,4
Unit Echo,S01171,R01687,senior,6,6
Unit Delta,S01172,R02848,junior,3,2
Unit Delta,S01173,R01286,junior,4,2
Unit Delta,S01174,R04850,junior,3,2
Unit Alpha,S01175,R04970,junior,5,3
Unit Alpha,S01176,R01470,senior,13,12
Unit Echo,S01177,R01515,junior,10,7
Unit Echo,S01178,R02056,junior,7,6
Unit Alpha,S01179,R01792,mid,4,3
Unit Delta,S01180,R02359,mid,9,6
Unit Alpha,S01181,R04294,senior,10,8
Unit Delta,S01182,R01883,junior,7,5
Unit Delta,S01183,R01450,mid,6,5
Unit Delta,S01184,R00507,mid,4,1
Unit Echo,S01185,R02888,mid,5,4
Unit Alpha,S01186,R02829,senior,8,6
Unit Echo,S01187,R00009,junior,10,4
Unit Bravo,S01188,R04435,mid,8,8
Unit Bravo,S01189,R01311,junior,6,4
Unit Bravo,S01190,R03560,mid,6,3
Unit Bravo,S01191,R02759,mid,8,5
Unit Echo,S01192,R01584,junior,7,4
Unit Bravo,S01193,R04274,senior,4,2
Unit Delta,S01194,R02478,mid,3,2
Unit Bravo,S01195,R02078,senior,3,3
Unit Echo,S01196,R02797,junior,4,4
Unit Delta,S01197,R00453,junior,5,5
Unit Delta,S01198,R02252,mid,8,6
Unit Alpha,S01199,R00823,mid,2,2
Unit Delta,S01200,R02097,junior,5,3
Unit Echo,S01201,R04167,mid,7,5
Unit Echo,S01202,R01448,mid,5,4
Unit Alpha,S01203,R01971,mid,7,6
Unit Bravo,S01204,R04796,junior,5,2
Unit Alpha,S01205,R00767,mid,6,4
Unit Delta,S01206,R02767,junior,4,0
Unit Bravo,S01207,R02055,mid,8,6
Unit Echo,S01208,R01557,mid,8,7
Unit Alpha,S01209,R00087,junior,5,2
Unit Bravo,S01210,R03589,senior,9,7
Unit Delta,S01211,R04069,mid,5,3
Unit Bravo,S01212,R01294,mid,5,3
Unit Alpha,S01213,R01125,junior,4,1
Unit Echo,S01214,R02030,junior,4,3
Unit Bravo,S01215,R02898,mid,7,3
Unit Alpha,S01216,R01122,mid,7,2
Unit Delta,S01217,R02991,mid,7,4
Unit Echo,S01218,R04555,mid,8,7
Unit Echo,S01219,R04874,junior,6,2
Unit Delta,S01220,R01062,junior,10,7
Unit Echo,S01221,R03471,senior,3,3
Unit Bravo,S01222,R00120,mid,4,3
Unit Delta,S01223,R01135,junior,5,3
Unit Bravo,S01224,R03461,mid,8,6
Unit Echo,S01225,R00228,junior,6,4
Unit Bravo,S01226,R02809,mid,8,6
Unit Alpha,S01227,R00354,senior,7,6
Unit Alpha,S01228,R02876,mid,6,4
Unit Echo,S01229,R04190,junior,8,5
Unit Alpha,S01230,R03300,mid,7,5
Unit Echo,S01231,R01213,mid,6,6
Unit Delta,S01232,R02196,mid,7,6
Unit Bravo,S01233,R00347,senior,3,3
Unit Delta,S01234,R01327,mid,6,5
Unit Alpha,S01235,R03401,mid,6,6
Unit Alpha,S01236,R02659,junior,6,4
Unit Echo,S01237,R04103,mid,4,2
Unit Bravo,S01238,R01378,mid,9,4
