training_center,course_id,participant_id,difficulty_level,score
Desert Camp,C031,P00466,hard,77.3
Desert Camp,C029,P00389,medium,89.7
Mountain Base,C069,P02667,medium,69.2
Desert Camp,C024,P02627,medium,71.9
Desert Camp,C020,P01416,hard,69.5
Forest Edge,C051,P04675,medium,61.8
Forest Edge,C035,P02038,medium,82.6
Desert Camp,C034,P00844,medium,80.4
Mountain Base,C070,P01885,medium,75.4
Desert Camp,C024,P00995,medium,60.6
Forest Edge,C041,P02415,medium,73.6
North Ridge,C008,P05408,easy,81.0
Forest Edge,C051,P05707,medium,52.1
Desert Camp,C024,P05707,medium,61.3
Desert Camp,C021,P04403,easy,84.7
North Ridge,C005,P04880,medium,63.6
Desert Camp,C033,P05256,easy,92.4
North Ridge,C008,P01487,easy,80.5
Forest Edge,C035,P05904,medium,61.1
Forest Edge,C043,P04686,medium,68.8
Forest Edge,C041,P03114,medium,80.5
Mountain Base,C064,P02489,hard,61.1
Mountain Base,C071,P05808,medium,67.3
Forest Edge,C052,P03337,medium,74.3
Desert Camp,C026,P03212,medium,73.7
Forest Edge,C039,P05069,medium,88.6
North Ridge,C010,P04216,medium,79.9
Mountain Base,C061,P03002,easy,82.4
North Ridge,C002,P02646,medium,75.7
Mountain Base,C062,P04811,hard,56.7
Forest Edge,C051,P03335,medium,68.2
Forest Edge,C038,P01360,medium,73.7
Mountain Base,C067,P05262,easy,75.9
Forest Edge,C035,P05506,medium,70.5
Desert Camp,C024,P04288,medium,59.7
Desert Camp,C025,P05921,medium,55.8
Mountain Base,C066,P00420,hard,64.9
Mountain Base,C059,P05003,medium,83.8
Forest Edge,C055,P01744,medium,70.1
Mountain Base,C061,P00150,easy,74.9
North Ridge,C006,P00558,medium,75.4
Mountain Base,C059,P03189,medium,72.2
Mountain Base,C070,P04281,medium,64.6
Mountain Base,C066,P02535,hard,55.7
Mountain Base,C064,P05288,hard,54.1
Desert Camp,C024,P03076,medium,74.4
Mountain Base,C070,P00019,medium,72.7
Forest Edge,C053,P03607,easy,67.5
North Ridge,C010,P00737,medium,63.5
Mountain Base,C060,P01655,medium,100.0
North Ridge,C002,P00066,medium,56.9
North Ridge,C015,P01065,hard,60.9
North Ridge,C007,P05793,easy,77.8
Forest Edge,C039,P01627,medium,65.7
Forest Edge,C039,P01502,medium,57.3
Forest Edge,C056,P01056,medium,54.1
North Ridge,C009,P05289,medium,64.9
Forest Edge,C047,P01335,medium,68.8
North Ridge,C016,P05581,easy,70.1
Forest Edge,C047,P04412,medium,68.4
North Ridge,C012,P00949,medium,56.7
Forest Edge,C055,P05442,medium,63.7
Mountain Base,C064,P04104,hard,83.8
North Ridge,C001,P04756,medium,65.1
North Ridge,C007,P01030,easy,77.9
Forest Edge,C052,P01302,medium,79.8
North Ridge,C011,P04597,hard,30.7
Desert Camp,C029,P02140,medium,81.3
Forest Edge,C041,P05792,medium,73.8
North Ridge,C013,P00340,easy,67.7
Mountain Base,C061,P04648,easy,87.2
North Ridge,C015,P04686,hard,61.5
Mountain Base,C072,P05399,easy,83.5
Forest Edge,C043,P00033,medium,79.1
Desert Camp,C021,P02229,easy,66.3
Desert Camp,C034,P00841,medium,64.5
North Ridge,C004,P05843,hard,76.9
Mountain Base,C063,P02552,hard,79.6
North Ridge,C015,P02120,hard,71.7
Mountain Base,C064,P04763,hard,77.3
North Ridge,C017,P01631,medium,74.7
Desert Camp,C031,P01046,hard,56.5
Forest Edge,C045,P05260,hard,60.3
Mountain Base,C067,P04463,easy,56.7
Forest Edge,C052,P02912,medium,70.5
North Ridge,C003,P00377,medium,64.6
Mountain Base,C066,P01360,hard,75.0
North Ridge,C012,P04246,medium,62.1
North Ridge,C005,P04659,medium,69.4
Forest Edge,C036,P01589,medium,62.5
Forest Edge,C041,P04305,medium,70.9
Forest Edge,C040,P05382,medium,84.7
Forest Edge,C043,P03814,medium,66.3
Forest Edge,C049,P01354,medium,78.8
Desert Camp,C023,P01731,hard,69.9
North Ridge,C007,P01568,easy,71.1
Desert Camp,C022,P03622,medium,85.2
Desert Camp,C030,P02239,medium,72.2
Mountain Base,C058,P02215,easy,87.9
Desert Camp,C034,P04512,medium,75.4
Mountain Base,C075,P04111,medium,85.2
Desert Camp,C032,P02104,medium,59.4
Forest Edge,C047,P05513,medium,75.4
North Ridge,C011,P04278,hard,53.4
Forest Edge,C037,P05002,easy,85.3
Desert Camp,C020,P03245,hard,57.2
Desert Camp,C029,P05661,medium,78.5
Forest Edge,C045,P04120,hard,72.7
Forest Edge,C045,P04813,hard,51.4
North Ridge,C010,P00297,medium,59.3
Forest Edge,C051,P01005,medium,68.0
Mountain Base,C059,P00554,medium,73.9
North Ridge,C007,P00341,easy,73.3
Mountain Base,C068,P02315,medium,74.1
Desert Camp,C033,P05517,easy,78.8
Mountain Base,C067,P00889,easy,86.4
North Ridge,C018,P02960,hard,64.9
Forest Edge,C044,P02157,medium,68.2
Forest Edge,C050,P00408,medium,59.0
Mountain Base,C065,P03987,medium,57.2
Mountain Base,C057,P02751,medium,70.1
Forest Edge,C042,P05366,medium,71.7
Desert Camp,C030,P02631,medium,61.1
Mountain Base,C074,P01437,medium,71.3
Forest Edge,C045,P01516,hard,62.2
Forest Edge,C043,P05871,medium,75.6
North Ridge,C004,P02987,hard,59.6
Mountain Base,C068,P05008,medium,83.1
Mountain Base,C070,P01071,medium,78.3
Forest Edge,C054,P04961,easy,71.6
Forest Edge,C051,P01765,medium,74.1
Mountain Base,C067,P01204,easy,73.7
North Ridge,C008,P01750,easy,74.0
Forest Edge,C037,P01569,easy,63.0
Mountain Base,C069,P01038,medium,67.2
Forest Edge,C050,P02233,medium,73.7
Forest Edge,C053,P00550,easy,94.1
North Ridge,C010,P05474,medium,59.0
North Ridge,C012,P01753,medium,67.6
Forest Edge,C042,P01211,medium,70.2
Forest Edge,C051,P02651,medium,83.2
Forest Edge,C038,P02698,medium,68.1
North Ridge,C006,P05209,medium,50.7
Desert Camp,C026,P05888,medium,72.7
Mountain Base,C070,P04399,medium,70.1
North Ridge,C002,P03676,medium,73.7
North Ridge,C016,P00529,easy,100.0
Mountain Base,C074,P04471,medium,72.4
Mountain Base,C069,P01070,medium,66.6
Forest Edge,C038,P00135,medium,59.2
North Ridge,C001,P02215,medium,60.5
Forest Edge,C049,P05479,medium,76.3
Forest Edge,C038,P05507,medium,76.0
Mountain Base,C069,P00746,medium,72.5
North Ridge,C009,P05880,medium,68.0
Mountain Base,C075,P01983,medium,65.2
Desert Camp,C020,P03385,hard,60.7
Forest Edge,C044,P05519,medium,82.7
Mountain Base,C074,P01821,medium,59.2
Mountain Base,C062,P02032,hard,48.4
Desert Camp,C020,P03475,hard,68.7
Forest Edge,C044,P00163,medium,71.7
Mountain Base,C074,P00567,medium,69.1
Mountain Base,C063,P02070,hard,69.4
North Ridge,C004,P03865,hard,79.4
Forest Edge,C053,P05192,easy,100.0
North Ridge,C017,P01092,medium,66.5
Desert Camp,C028,P02287,easy,63.7
Forest Edge,C054,P00964,easy,74.2
Mountain Base,C070,P05180,medium,63.4
Mountain Base,C066,P05762,hard,63.8
Desert Camp,C021,P03076,easy,84.0
North Ridge,C017,P03117,medium,77.0
Forest Edge,C040,P04617,medium,89.4
Forest Edge,C043,P00098,medium,74.1
Forest Edge,C046,P02343,easy,89.5
North Ridge,C010,P05577,medium,54.7
Desert Camp,C033,P04222,easy,76.8
Mountain Base,C073,P00544,medium,70.3
Desert Camp,C024,P03478,medium,71.4
Desert Camp,C028,P01299,easy,89.0
Desert Camp,C027,P00960,easy,68.1
Mountain Base,C065,P05707,medium,83.9
Forest Edge,C048,P03296,medium,82.5
Mountain Base,C066,P02999,hard,70.2
Desert Camp,C033,P02574,easy,90.0
Forest Edge,C036,P02338,medium,68.5
Mountain Base,C067,P02031,easy,82.9
Forest Edge,C042,P01299,medium,71.4
Mountain Base,C064,P03858,hard,62.9
Forest Edge,C055,P04538,medium,64.2
Mountain Base,C062,P01450,hard,58.7
Mountain Base,C063,P02464,hard,78.8
Forest Edge,C046,P03767,easy,88.2
Forest Edge,C044,P04057,medium,42.5
Desert Camp,C027,P04914,easy,68.2
Forest Edge,C045,P00559,hard,70.9
Forest Edge,C053,P05068,easy,64.9
Mountain Base,C058,P05570,easy,77.7
Mountain Base,C061,P02085,easy,93.1
North Ridge,C010,P00596,medium,66.0
North Ridge,C009,P00404,medium,58.8
Forest Edge,C040,P02581,medium,79.6
Mountain Base,C064,P02900,hard,69.4
Mountain Base,C058,P03138,easy,96.4
Forest Edge,C046,P02621,easy,61.2
North Ridge,C006,P00594,medium,40.1
Forest Edge,C038,P01374,medium,68.1
Mountain Base,C064,P04950,hard,69.4
North Ridge,C019,P01171,easy,72.5
Mountain Base,C067,P04845,easy,83.5
North Ridge,C014,P02479,easy,74.2
Mountain Base,C067,P02984,easy,82.4
North Ridge,C001,P00822,medium,84.1
Mountain Base,C062,P03854,hard,53.7
Desert Camp,C029,P00449,medium,76.7
North Ridge,C012,P04104,medium,57.2
Forest Edge,C043,P05609,medium,65.4
North Ridge,C001,P00156,medium,84.3
Mountain Base,C062,P02915,hard,59.6
Desert Camp,C022,P05299,medium,59.7
Mountain Base,C057,P03809,medium,69.3
North Ridge,C017,P02126,medium,81.2
Forest Edge,C054,P02608,easy,81.0
Mountain Base,C064,P03632,hard,69.5
North Ridge,C001,P01205,medium,67.4
Forest Edge,C054,P00301,easy,78.6
Forest Edge,C048,P03122,medium,64.9
Desert Camp,C026,P00439,medium,86.9
North Ridge,C009,P05939,medium,65.8
Mountain Base,C067,P03910,easy,75.6
North Ridge,C008,P03651,easy,76.8
North Ridge,C019,P00268,easy,81.6
North Ridge,C002,P04739,medium,58.0
Mountain Base,C063,P02431,hard,64.8
Forest Edge,C035,P05340,medium,67.2
North Ridge,C013,P04733,easy,69.7
Mountain Base,C062,P05703,hard,44.0
Forest Edge,C038,P04256,medium,63.4
North Ridge,C018,P03951,hard,59.1
Desert Camp,C026,P03209,medium,52.5
Forest Edge,C053,P03164,easy,85.1
Desert Camp,C033,P05204,easy,91.2
Desert Camp,C029,P04947,medium,57.7
Mountain Base,C062,P05745,hard,67.2
North Ridge,C009,P05397,medium,76.0
Mountain Base,C070,P00918,medium,64.0
Mountain Base,C074,P01640,medium,60.5
Mountain Base,C064,P05769,hard,63.1
Desert Camp,C032,P01605,medium,68.7
Forest Edge,C049,P03550,medium,77.7
North Ridge,C005,P01974,medium,64.8
Forest Edge,C052,P04324,medium,65.8
North Ridge,C013,P03623,easy,64.3
Mountain Base,C070,P01512,medium,97.9
Mountain Base,C057,P04293,medium,74.0
Forest Edge,C056,P03237,medium,67.0
Mountain Base,C071,P04935,medium,61.0
Desert Camp,C034,P05720,medium,77.0
North Ridge,C012,P00016,medium,74.1
North Ridge,C014,P03790,easy,88.1
Mountain Base,C067,P02162,easy,72.2
Mountain Base,C068,P04245,medium,73.8
North Ridge,C004,P00136,hard,56.2
Desert Camp,C025,P03883,medium,77.2
Desert Camp,C025,P04886,medium,54.9
Forest Edge,C053,P05286,easy,85.3
Desert Camp,C025,P05581,medium,77.0
North Ridge,C009,P04242,medium,69.9
North Ridge,C004,P05751,hard,79.8
Desert Camp,C028,P02911,easy,72.4
Desert Camp,C025,P03830,medium,63.0
Forest Edge,C053,P01231,easy,85.2
North Ridge,C007,P02247,easy,83.3
Mountain Base,C059,P03535,medium,68.6
Forest Edge,C052,P00082,medium,67.1
North Ridge,C009,P02046,medium,74.9
Forest Edge,C047,P02481,medium,72.0
Mountain Base,C065,P05872,medium,59.2
Mountain Base,C060,P05725,medium,74.9
Mountain Base,C069,P03323,medium,79.9
Mountain Base,C075,P00921,medium,66.9
Mountain Base,C060,P01226,medium,81.5
Forest Edge,C050,P02406,medium,70.6
North Ridge,C018,P00405,hard,53.3
Desert Camp,C033,P00613,easy,83.1
Forest Edge,C044,P00999,medium,81.8
Forest Edge,C035,P00485,medium,63.3
North Ridge,C009,P00966,medium,63.8
Mountain Base,C057,P01815,medium,63.1
Mountain Base,C058,P05337,easy,84.2
Mountain Base,C059,P00351,medium,82.2
North Ridge,C019,P05793,easy,77.6
North Ridge,C002,P05924,medium,76.8
North Ridge,C011,P04644,hard,65.5
Forest Edge,C042,P05959,medium,72.2
Forest Edge,C039,P02066,medium,71.2
Mountain Base,C070,P01084,medium,64.3
North Ridge,C005,P01754,medium,88.0
Desert Camp,C034,P02954,medium,70.7
Desert Camp,C025,P05637,medium,82.8
Mountain Base,C072,P01495,easy,75.5
Forest Edge,C043,P00376,medium,82.1
Mountain Base,C061,P00575,easy,79.2
North Ridge,C001,P03561,medium,78.3
Forest Edge,C049,P05754,medium,43.4
North Ridge,C006,P00893,medium,72.8
Forest Edge,C048,P02253,medium,76.6
Desert Camp,C034,P04376,medium,61.7
Desert Camp,C028,P02898,easy,100.0
North Ridge,C009,P05918,medium,89.0
Desert Camp,C032,P01021,medium,70.2
Desert Camp,C029,P02737,medium,65.9
North Ridge,C017,P01819,medium,77.1
Desert Camp,C026,P03904,medium,62.9
North Ridge,C001,P00247,medium,51.3
Desert Camp,C028,P01165,easy,70.8
Mountain Base,C067,P02569,easy,86.7
North Ridge,C017,P05945,medium,82.3
Forest Edge,C041,P01888,medium,66.6
Desert Camp,C021,P00973,easy,72.6
Forest Edge,C035,P04399,medium,81.8
Mountain Base,C062,P02712,hard,49.5
Desert Camp,C030,P00809,medium,65.8
North Ridge,C006,P01166,medium,77.6
North Ridge,C013,P04554,easy,77.7
North Ridge,C016,P00583,easy,96.9
Forest Edge,C043,P03043,medium,68.3
North Ridge,C019,P03426,easy,57.1
Forest Edge,C055,P03467,medium,73.5
Desert Camp,C025,P01455,medium,64.8
North Ridge,C015,P01030,hard,46.1
Forest Edge,C043,P04435,medium,79.5
Desert Camp,C021,P02272,easy,91.6
Desert Camp,C032,P01613,medium,77.4
Desert Camp,C023,P05072,hard,45.4
Forest Edge,C052,P01041,medium,69.1
North Ridge,C015,P03202,hard,72.6
Forest Edge,C054,P01689,easy,71.1
North Ridge,C018,P03868,hard,45.0
Forest Edge,C045,P05065,hard,66.8
Forest Edge,C047,P03444,medium,67.4
Mountain Base,C070,P03200,medium,80.5
North Ridge,C017,P03937,medium,52.2
Forest Edge,C048,P04022,medium,77.3
Forest Edge,C051,P03555,medium,63.6
North Ridge,C018,P01943,hard,30.2
Mountain Base,C064,P05567,hard,58.7
Mountain Base,C072,P05099,easy,83.0
North Ridge,C009,P01229,medium,72.7
Forest Edge,C042,P05468,medium,64.1
Mountain Base,C072,P02873,easy,77.4
North Ridge,C013,P03442,easy,75.0
Mountain Base,C071,P03742,medium,64.4
Mountain Base,C068,P05051,medium,70.9
Mountain Base,C063,P04672,hard,84.2
North Ridge,C004,P01652,hard,69.4
Desert Camp,C034,P04706,medium,55.3
North Ridge,C013,P04989,easy,95.3
North Ridge,C002,P02618,medium,56.3
Mountain Base,C058,P01070,easy,77.4
Mountain Base,C066,P04381,hard,64.0
Desert Camp,C021,P01254,easy,91.7
Mountain Base,C064,P03168,hard,57.3
North Ridge,C004,P01941,hard,65.1
Forest Edge,C048,P05319,medium,59.0
North Ridge,C002,P05218,medium,76.0
North Ridge,C017,P00286,medium,54.9
Forest Edge,C049,P02018,medium,72.7
Desert Camp,C030,P05977,medium,75.2
North Ridge,C007,P00238,easy,70.8
Desert Camp,C022,P01228,medium,75.3
North Ridge,C015,P03212,hard,63.5
North Ridge,C008,P00835,easy,69.4
Forest Edge,C044,P00365,medium,68.8
Desert Camp,C021,P03344,easy,74.3
Mountain Base,C058,P04070,easy,74.2
Forest Edge,C051,P00088,medium,54.9
North Ridge,C002,P03062,medium,61.3
Forest Edge,C038,P00903,medium,71.9
Forest Edge,C052,P01750,medium,72.0
Mountain Base,C075,P02524,medium,67.4
Forest Edge,C048,P02269,medium,55.4
Forest Edge,C053,P00553,easy,63.5
Forest Edge,C041,P02986,medium,74.6
Mountain Base,C063,P03495,hard,65.9
Forest Edge,C053,P01712,easy,83.5
North Ridge,C019,P02575,easy,71.7
Mountain Base,C061,P05013,easy,67.4
Mountain Base,C075,P00311,medium,74.0
Desert Camp,C022,P04725,medium,81.4
North Ridge,C019,P04195,easy,86.3
North Ridge,C017,P04412,medium,71.6
Mountain Base,C075,P00515,medium,73.9
Desert Camp,C033,P00987,easy,78.2
Forest Edge,C048,P01383,medium,80.4
Mountain Base,C074,P04267,medium,73.2
Forest Edge,C046,P05393,easy,78.9
Mountain Base,C064,P03564,hard,42.7
Mountain Base,C060,P04372,medium,74.3
North Ridge,C004,P05377,hard,67.2
Desert Camp,C031,P05015,hard,71.6
North Ridge,C016,P03226,easy,76.0
Forest Edge,C041,P00580,medium,69.8
North Ridge,C004,P04088,hard,48.0
Forest Edge,C050,P05323,medium,71.2
Forest Edge,C045,P02475,hard,58.4
North Ridge,C006,P02067,medium,74.0
Forest Edge,C046,P02319,easy,83.6
Desert Camp,C024,P04670,medium,82.9
Mountain Base,C068,P01299,medium,69.3
North Ridge,C012,P02973,medium,87.9
Forest Edge,C055,P02514,medium,78.9
Desert Camp,C032,P03382,medium,62.6
Mountain Base,C073,P02797,medium,80.8
Forest Edge,C038,P05380,medium,64.0
North Ridge,C007,P05493,easy,74.4
Mountain Base,C075,P04996,medium,81.1
Mountain Base,C065,P04031,medium,50.6
Mountain Base,C065,P01475,medium,48.0
Forest Edge,C053,P00055,easy,83.7
Forest Edge,C038,P02524,medium,58.3
Desert Camp,C023,P03191,hard,58.7
North Ridge,C015,P02271,hard,57.5
North Ridge,C016,P02328,easy,85.5
Forest Edge,C044,P01232,medium,75.2
Mountain Base,C063,P01570,hard,63.3
North Ridge,C012,P03096,medium,55.4
North Ridge,C002,P01338,medium,67.6
Mountain Base,C061,P04430,easy,79.3
Desert Camp,C031,P04768,hard,56.6
Mountain Base,C070,P05659,medium,74.1
Mountain Base,C068,P01666,medium,86.2
Desert Camp,C023,P04769,hard,55.9
Desert Camp,C028,P00143,easy,68.1
North Ridge,C010,P01772,medium,75.7
Mountain Base,C063,P02111,hard,63.9
Forest Edge,C045,P00554,hard,68.8
Desert Camp,C023,P03507,hard,65.1
Forest Edge,C048,P04753,medium,64.7
Mountain Base,C063,P04078,hard,68.5
Forest Edge,C046,P05937,easy,89.4
Mountain Base,C074,P02856,medium,67.3
Mountain Base,C073,P00655,medium,80.6
North Ridge,C007,P03242,easy,72.4
Desert Camp,C027,P02591,easy,92.1
Desert Camp,C028,P05265,easy,84.8
Mountain Base,C070,P02422,medium,79.3
Forest Edge,C047,P01292,medium,41.2
Forest Edge,C049,P04439,medium,79.6
North Ridge,C007,P03293,easy,65.9
North Ridge,C008,P05137,easy,75.8
Mountain Base,C059,P00331,medium,56.1
Mountain Base,C064,P03440,hard,65.2
Mountain Base,C072,P00910,easy,68.4
Mountain Base,C062,P01931,hard,67.0
North Ridge,C004,P01564,hard,66.9
Forest Edge,C048,P05347,medium,71.4
Desert Camp,C033,P02751,easy,90.2
Desert Camp,C026,P03315,medium,76.8
Forest Edge,C041,P03447,medium,64.6
Forest Edge,C038,P05259,medium,77.3
Desert Camp,C022,P02930,medium,52.0
Mountain Base,C060,P02959,medium,73.7
Desert Camp,C032,P04772,medium,85.8
Forest Edge,C042,P04922,medium,65.1
Desert Camp,C027,P03155,easy,92.6
Forest Edge,C049,P02266,medium,76.1
North Ridge,C009,P00664,medium,69.0
North Ridge,C008,P00451,easy,67.6
North Ridge,C019,P05027,easy,73.2
Desert Camp,C025,P04797,medium,58.3
Mountain Base,C058,P00101,easy,68.1
Desert Camp,C030,P03483,medium,58.1
Mountain Base,C071,P05788,medium,52.3
Mountain Base,C069,P02260,medium,72.6
Desert Camp,C029,P04334,medium,51.0
Desert Camp,C022,P04546,medium,63.4
Forest Edge,C048,P01690,medium,53.6
Forest Edge,C054,P00312,easy,82.2
Mountain Base,C066,P03390,hard,72.9
Desert Camp,C033,P04483,easy,69.6
Mountain Base,C067,P03320,easy,77.8
Desert Camp,C029,P04708,medium,81.4
Desert Camp,C025,P00166,medium,58.8
Forest Edge,C039,P04858,medium,67.0
Mountain Base,C060,P03049,medium,55.9
Forest Edge,C036,P02450,medium,65.3
North Ridge,C005,P03305,medium,79.2
Desert Camp,C028,P04242,easy,62.8
Forest Edge,C038,P05538,medium,75.2
Mountain Base,C065,P02984,medium,52.6
Forest Edge,C045,P04308,hard,60.0
Forest Edge,C043,P05055,medium,68.2
North Ridge,C010,P05368,medium,68.8
Mountain Base,C058,P00351,easy,69.9
North Ridge,C010,P04326,medium,59.8
North Ridge,C002,P05356,medium,82.3
Mountain Base,C072,P02143,easy,61.2
Mountain Base,C068,P04122,medium,83.9
Mountain Base,C060,P03089,medium,72.2
Mountain Base,C058,P02688,easy,78.5
Forest Edge,C040,P01779,medium,76.0
North Ridge,C005,P05126,medium,87.5
Forest Edge,C054,P01769,easy,78.7
Mountain Base,C073,P02347,medium,86.6
Mountain Base,C059,P02953,medium,71.5
North Ridge,C007,P05827,easy,89.6
Forest Edge,C046,P05333,easy,78.2
Forest Edge,C054,P05759,easy,81.4
Mountain Base,C069,P00242,medium,62.4
North Ridge,C014,P02213,easy,82.5
North Ridge,C011,P00547,hard,62.3
North Ridge,C006,P01870,medium,84.8
Mountain Base,C061,P02960,easy,87.6
Desert Camp,C023,P00443,hard,61.5
North Ridge,C007,P02244,easy,73.0
North Ridge,C003,P05896,medium,76.8
North Ridge,C006,P05341,medium,68.6
North Ridge,C017,P03395,medium,86.0
Desert Camp,C028,P03097,easy,89.3
North Ridge,C001,P00527,medium,81.0
North Ridge,C017,P02115,medium,55.8
Forest Edge,C036,P05404,medium,72.6
Desert Camp,C033,P00856,easy,84.9
Forest Edge,C044,P00776,medium,70.2
Mountain Base,C074,P02180,medium,63.8
Mountain Base,C067,P05280,easy,75.2
Forest Edge,C051,P05756,medium,65.0
Forest Edge,C056,P03313,medium,74.6
Forest Edge,C036,P03399,medium,69.3
North Ridge,C019,P00688,easy,82.3
Forest Edge,C048,P01756,medium,73.2
Forest Edge,C050,P05836,medium,71.9
Desert Camp,C022,P02275,medium,54.1
Forest Edge,C043,P00538,medium,75.5
North Ridge,C003,P03616,medium,69.0
Mountain Base,C058,P05993,easy,71.2
Forest Edge,C052,P03095,medium,65.5
Forest Edge,C045,P05367,hard,70.5
Mountain Base,C071,P00309,medium,66.3
North Ridge,C006,P02733,medium,50.0
Mountain Base,C060,P03427,medium,72.4
North Ridge,C015,P02542,hard,89.5
North Ridge,C008,P03155,easy,78.2
Mountain Base,C060,P01394,medium,84.4
Forest Edge,C039,P00774,medium,64.4
Mountain Base,C073,P05120,medium,69.3
Mountain Base,C066,P05514,hard,59.3
Forest Edge,C038,P02220,medium,64.2
Desert Camp,C027,P00209,easy,87.9
Mountain Base,C065,P01170,medium,82.1
Mountain Base,C074,P03606,medium,58.9
Desert Camp,C031,P04201,hard,59.4
North Ridge,C011,P00101,hard,63.7
Desert Camp,C028,P00069,easy,84.4
North Ridge,C001,P05099,medium,78.3
Desert Camp,C032,P01745,medium,63.4
Forest Edge,C045,P00746,hard,57.8
North Ridge,C012,P00170,medium,63.5
North Ridge,C009,P03956,medium,76.4
North Ridge,C018,P05843,hard,59.1
Forest Edge,C054,P05424,easy,82.2
Forest Edge,C043,P05569,medium,69.1
North Ridge,C001,P04299,medium,70.4
Desert Camp,C028,P03920,easy,89.6
Forest Edge,C044,P03152,medium,58.2
North Ridge,C006,P00412,medium,82.1
North Ridge,C015,P05140,hard,60.5
Mountain Base,C062,P02776,hard,55.4
Forest Edge,C040,P00244,medium,62.3
Desert Camp,C020,P03642,hard,56.7
Mountain Base,C064,P02535,hard,72.5
Forest Edge,C037,P00247,easy,78.2
Desert Camp,C024,P01521,medium,79.3
North Ridge,C018,P03242,hard,58.9
Desert Camp,C034,P00812,medium,83.4
Mountain Base,C067,P05906,easy,84.0
Mountain Base,C066,P01060,hard,62.7
Mountain Base,C059,P04440,medium,70.7
North Ridge,C012,P04242,medium,66.6
North Ridge,C018,P02220,hard,37.5
Forest Edge,C042,P03649,medium,58.8
Desert Camp,C028,P02315,easy,72.0
North Ridge,C003,P01399,medium,62.1
Desert Camp,C023,P03224,hard,70.1
North Ridge,C001,P02043,medium,92.7
