sighting_id,sighting_ts,park_name,trail_id,observer_badge,species_raw,count_seen
S000417,2025-06-09,Yellowstone National Park ,T033,B0312,SC04,1
S000418,2025-06-14,aCaDiA National Park,T100,B0255,SC27,5
S000419,2025-07-19,grand Canyon National Park,T082,B0335,SC03 - River Otter,2
S000420,2025-07-10,Yellowstone National Park ,T064,B0048,SC05,3
S000421,2025-07-19,zIoN National Park,T063,B0178,SC18,4
S000422,2025-06-30,aCaDiA National Park,T016,,SC16,1
S000423,2025-06-13,yElLoWsToNe National Park,T039,B0058,SC15,3
S000424,2025-07-28,yellowstone National Park,T076,B0016,SC22,1
S000425,2025-07-11,Grand Canyon National Park ,T013,B0293,SC23,1
S000426,2025-06-12,glacier National Park,T072,B0094,SC05,6
S000427,2025-08-05,Yellowstone National Park ,T110,B0208,SC14,2
S000428,2025-08-25,Grand Canyon National Park ,T080,,SC21,2
S000429,2025-07-12,zion National Park,T009,,SC25,3
S000430,2025-06-02,zion National Park,T108,B0156,SC21,1
S000431,2025-06-13,grand Canyon National Park,T049,B0340,SC20,2
S000432,2025-08-29,gLaCiEr National Park,T015,B0075,SC20,1
S000433,2025-06-07,Zion National Park ,T043,B0387,Sc18,1
S000434,2025-07-18,yElLoWsToNe National Park,T065,B0283,SC20,2
S000435,2025-06-11,acadia National Park,T030,B0292,SC03,1
S000436,2025-07-25,glacier National Park,T010,B0299,SC25,6
S000437,2025-06-26,yellowstone National Park,T069,B0386,SC10,6
S000438,2025-08-23,Redwood National Park ,T022,B0306,SC30,1
S000439,2025-08-26,zIoN National Park,T097,B0069,SC03,2
S000440,2025-08-21,acadia National Park,T105,,SC26,2
S000441,2025-07-19,yElLoWsToNe National Park,T066,B0075,SC16,5
S000442,2025-07-09,Acadia National Park ,T087,B0298,SC30,1
S000443,2025-07-25,acadia National Park,T021,B0293,SC08,1
S000444,2025-08-10,Redwood National Park ,T053,B0306,SC26,1
S000445,2025-08-20,grand Canyon National Park,T091,B0068,SC09,2
S000446,2025-07-27,Acadia National Park ,T114,B0098,SC25,2
S000447,2025-08-17,aCaDiA National Park,T099,B0047,SC12,3
S000448,2025-06-15,Grand Canyon National Park ,T063,B0136,SC10,2
S000449,2025-06-02,Yellowstone National Park ,T045,B0362,SC19,1
S000450,2025-07-01,gRaNd Canyon National Park,T014,B0399,SC19,4
S000451,2025-08-21,redwood National Park,T039,B0372,SC07,6
S000452,2025-07-30,grand Canyon National Park,T097,B0395,SC24,1
S000453,2025-08-04,Yellowstone National Park ,T087,B0342,SC17,1
S000454,2025-08-23,rEdWoOd National Park,T055,B0307,SC14,2
S000455,2025-06-29,zIoN National Park,T055,B0131,SC04,4
S000456,2025-06-06,Grand Canyon National Park ,T076,B0250,SC25 - Mountain Goat,2
S000457,2025-06-21,yellowstone National Park,T074,B0394,SC27,1
S000458,2025-08-23,aCaDiA National Park,T081,B0156,SC05,2
S000459,2025-07-11,gRaNd Canyon National Park,T110,B0328,SC03 - River Otter,2
S000460,2025-08-05,yellowstone National Park,T007,B0206,SC25 - Mountain Goat,4
S000461,2025-07-29,Grand Canyon National Park ,T015,B0046,SC17,2
S000462,2025-07-16,yellowstone National Park,T066,B0153,SC17,2
S000463,2025-08-19,yellowstone National Park,T085,B0397,SC25,7
S000464,2025-06-16,Acadia National Park ,T082,B0029,SC21,1
S000465,2025-07-24,rEdWoOd National Park,T013,B0007,SC14,2
S000466,2025-08-21,yellowstone National Park,T071,B0321,SC08,7
S000467,2025-06-10,redwood National Park,T056,B0163,SC20,3
S000468,2025-06-26,acadia National Park,T045,B0274,SC25 - Mountain Goat,3
S000469,2025-07-04,gLaCiEr National Park,T015,B0038,SC03 - River Otter,2
S000470,2025-06-03,gRaNd Canyon National Park,T088,B0145,SC11,3
S000471,2025-07-09,glacier National Park,T043,B0215,SC04,2
S000472,2025-06-01,Acadia National Park ,T013,B0371,SC03 - River Otter,1
S000473,2025-08-04,Grand Canyon National Park ,T100,B0343,SC20,2
S000474,2025-06-09,grand Canyon National Park,T024,B0043,SC03,1
S000475,2025-06-07,Glacier National Park ,T017,,SC11,1
S000476,2025-08-21,Acadia National Park ,T050,,SC28,2
S000477,2025-08-25,redwood National Park,T061,B0040,SC03,1
S000478,2025-06-08,zion National Park,T084,B0261,SC15,1
S000479,2025-06-05,Acadia National Park ,T084,B0304,SC04,5
S000480,2025-08-09,Yellowstone National Park ,T036,,SC30,3
S000481,2025-07-31,Yellowstone National Park ,T070,B0060,SC04,1
S000482,2025-07-18,Zion National Park ,T110,B0326,Sc18,2
S000483,2025-08-02,zion National Park,T052,B0387,SC20,4
S000484,2025-07-01,acadia National Park,T021,B0280,SC15,3
S000485,2025-07-20,Acadia National Park ,T066,B0176,SC13,3
S000486,2025-06-06,glacier National Park,T072,B0270,SC25,3
S000487,2025-08-28,gRaNd Canyon National Park,T091,B0107,SC19,1
S000488,2025-08-01,glacier National Park,T030,,SC13,4
S000489,2025-06-01,zIoN National Park,T032,B0075,SC19,2
S000490,2025-07-10,zion National Park,T017,B0091,SC19,2
S000491,2025-06-17,rEdWoOd National Park,T095,B0113,SC11,1
S000492,2025-08-20,yElLoWsToNe National Park,T049,,SC03 - River Otter,2
S000493,2025-07-27,grand Canyon National Park,T052,B0215,SC27,2
S000494,2025-08-16,Yellowstone National Park ,T115,B0074,SC15,1
S000495,2025-08-26,redwood National Park,T118,B0363,SC22,1
S000496,2025-08-07,redwood National Park,T047,B0180,SC18,4
S000497,2025-08-24,yElLoWsToNe National Park,T009,B0286,SC29,1
S000498,2025-06-05,Acadia National Park ,T028,B0093,SC12,2
S000499,2025-06-07,zion National Park,T082,B0196,SC16,2
S000500,2025-07-08,yElLoWsToNe National Park,T089,B0219,SC23,1
S000501,2025-08-18,acadia National Park,T033,B0377,SC13,4
S000502,2025-06-07,Glacier National Park ,T088,B0337,sc07,3
S000503,2025-06-08,Acadia National Park ,T022,,SC19,4
S000504,2025-06-07,grand Canyon National Park,T061,B0001,SC13,3
S000505,2025-07-18,glacier National Park,T057,B0041,SC12 - Elk,2
S000506,2025-07-23,Grand Canyon National Park ,T014,B0215,SC22,2
S000507,2025-07-04,zIoN National Park,T036,B0032,SC30,3
S000508,2025-07-17,zion National Park,T029,B0012,SC03,2
S000509,2025-08-15,zion National Park,T050,B0060,SC09,1
S000510,2025-06-25,glacier National Park,T003,B0068,SC23,5
S000511,2025-07-19,rEdWoOd National Park,T076,,SC04,1
S000512,2025-07-29,zIoN National Park,T038,B0096,SC29,2
S000513,2025-06-16,zIoN National Park,T061,B0059,SC15,4
S000514,2025-08-19,rEdWoOd National Park,T029,B0154,SC25 - Mountain Goat,1
S000515,2025-08-19,redwood National Park,T016,B0295,SC23,1
S000516,2025-08-05,Yellowstone National Park ,T025,B0270,SC04,1
S000517,2025-06-08,Zion National Park ,T052,B0166,SC13,5
S000518,2025-06-30,grand Canyon National Park,T013,B0269,SC20,1
S000519,2025-06-27,grand Canyon National Park,T092,B0123,SC11,1
S000520,2025-06-28,redwood National Park,T070,B0016,SC06,2
S000521,2025-07-18,glacier National Park,T010,B0267,SC30,1
S000522,2025-07-17,rEdWoOd National Park,T097,B0057,SC17,5
S000523,2025-07-23,zIoN National Park,T019,B0099,SC21,1
S000524,2025-08-18,Grand Canyon National Park ,T076,B0347,SC19,1
S000525,2025-06-04,Acadia National Park ,T085,B0100,SC13,5
S000526,2025-06-28,rEdWoOd National Park,T012,B0208,SC27,3
S000527,2025-06-17,aCaDiA National Park,T002,B0021,SC08,4
S000528,2025-07-30,zion National Park,T045,B0048,SC30,1
S000529,2025-08-16,grand Canyon National Park,T079,B0297,SC24,1
S000530,2025-08-20,Zion National Park ,T076,B0246,SC02,1
S000531,2025-07-24,rEdWoOd National Park,T071,B0366,SC24,1
S000532,2025-08-11,Acadia National Park ,T050,B0191,SC14,2
S000533,2025-08-11,Redwood National Park ,T037,,SC29,2
S000534,2025-08-17,Yellowstone National Park ,T075,,SC12,1
S000535,2025-08-15,zIoN National Park,T018,B0025,SC27,3
S000536,2025-06-19,redwood National Park,T007,B0309,SC03,3
S000537,2025-06-10,yElLoWsToNe National Park,T116,B0093,SC20,3
S000538,2025-07-15,rEdWoOd National Park,T059,B0041,SC04,2
S000539,2025-06-10,Yellowstone National Park ,T078,B0039,SC30,2
S000540,2025-06-03,zIoN National Park,T069,B0302,SC10,3
S000541,2025-08-08,rEdWoOd National Park,T066,B0283,SC27,1
S000542,2025-06-03,Yellowstone National Park ,T074,B0283,SC26,2
S000543,2025-08-28,Yellowstone National Park ,T032,B0014,SC10,1
S000544,2025-08-09,acadia National Park,T079,B0399,SC13,3
S000545,2025-08-06,redwood National Park,T062,B0202,Sc18,3
S000546,2025-07-20,Glacier National Park ,T086,B0058,SC17,1
S000547,2025-08-12,yElLoWsToNe National Park,T074,B0124,SC04,1
S000548,2025-08-06,gRaNd Canyon National Park,T021,B0277,SC30,2
S000549,2025-06-25,Yellowstone National Park ,T021,B0264,SC25,3
S000550,2025-08-28,Zion National Park ,T005,B0184,SC25,1
S000551,2025-07-20,Yellowstone National Park ,T010,B0130,SC06,4
S000552,2025-07-17,yellowstone National Park,T079,B0362,SC17,2
S000553,2025-07-09,rEdWoOd National Park,T043,B0013,SC10,4
S000554,2025-07-23,gRaNd Canyon National Park,T085,B0310,SC25,1
S000555,2025-08-14,zion National Park,T103,B0240,SC08,3
S000556,2025-08-29,rEdWoOd National Park,T074,B0132,SC12 - Elk,6
S000557,2025-08-11,Acadia National Park ,T120,B0362,SC08,1
S000558,2025-06-24,yellowstone National Park,T073,B0224,SC22,1
S000559,2025-06-20,Glacier National Park ,T099,B0154,SC16,4
S000560,2025-06-03,aCaDiA National Park,T112,B0270,sc07,3
S000561,2025-08-13,zIoN National Park,T089,B0283,SC24,1
S000562,2025-07-08,zIoN National Park,T032,B0194,SC16,2
S000563,2025-07-14,redwood National Park,T100,B0029,SC15,4
S000564,2025-08-25,Yellowstone National Park ,T047,B0289,SC11,2
S000565,2025-07-24,zion National Park,T099,B0202,SC27,2
S000566,2025-07-18,Redwood National Park ,T024,B0047,SC11,2
S000567,2025-06-09,yellowstone National Park,T026,,SC26,4
S000568,2025-07-02,Glacier National Park ,T096,B0216,SC07,1
S000569,2025-06-28,yellowstone National Park,T062,B0068,SC25,5
S000570,2025-08-06,aCaDiA National Park,T105,B0055,SC29,1
S000571,2025-08-25,zIoN National Park,T033,B0205,SC25,2
S000572,2025-08-28,zIoN National Park,T008,,SC09,1
S000573,2025-08-07,Glacier National Park ,T018,B0260,SC26,2
S000574,2025-07-25,yellowstone National Park,T065,B0295,SC21,4
S000575,2025-06-23,zion National Park,T064,B0386,SC08,1
S000576,2025-06-30,glacier National Park,T061,B0144,sc07,5
S000577,2025-07-12,grand Canyon National Park,T061,,SC22,1
S000578,2025-07-06,Zion National Park ,T036,B0204,SC22,2
S000579,2025-06-26,zion National Park,T005,B0378,SC08,6
S000580,2025-07-01,Glacier National Park ,T120,B0006,SC05,1
S000581,2025-06-09,acadia National Park,T051,B0196,SC15,2
S000582,2025-06-23,grand Canyon National Park,T051,B0030,SC29,2
S000583,2025-08-10,gLaCiEr National Park,T031,B0365,SC11,1
S000584,2025-08-09,Acadia National Park ,T120,B0375,SC27,1
S000585,2025-08-01,aCaDiA National Park,T118,B0103,SC01,3
S000586,2025-08-27,glacier National Park,T036,B0125,SC28,1
S000587,2025-07-03,yElLoWsToNe National Park,T077,B0316,SC30,3
S000588,2025-07-14,yElLoWsToNe National Park,T105,B0119,SC01,1
S000589,2025-07-16,zion National Park,T001,B0009,SC20,1
S000590,2025-07-31,Glacier National Park ,T056,B0291,SC17,2
S000591,2025-07-13,yellowstone National Park,T074,B0099,SC29,1
S000592,2025-06-05,Glacier National Park ,T041,B0090,SC13,1
S000593,2025-08-20,Yellowstone National Park ,T061,B0159,SC13,1
S000594,2025-06-03,yElLoWsToNe National Park,T035,B0181,SC09,2
S000595,2025-08-09,redwood National Park,T097,B0378,SC05,2
S000596,2025-07-18,yElLoWsToNe National Park,T085,B0061,SC14,1
S000597,2025-07-26,yElLoWsToNe National Park,T083,B0011,SC18,1
S000598,2025-06-23,acadia National Park,T029,,SC26,2
S000599,2025-06-25,acadia National Park,T009,,SC23,1
S000600,2025-08-24,acadia National Park,T103,B0047,SC27,5
S000601,2025-08-24,aCaDiA National Park,T073,B0051,SC13,4
S000602,2025-07-19,Redwood National Park ,T113,B0180,SC28,3
S000603,2025-08-22,yElLoWsToNe National Park,T005,B0315,SC04,3
S000604,2025-08-05,zion National Park,T020,,SC30,1
S000605,2025-08-18,Redwood National Park ,T003,B0035,SC06,2
S000606,2025-08-01,Acadia National Park ,T025,B0310,SC13,2
S000607,2025-08-28,redwood National Park,T107,B0230,SC01,2
S000608,2025-08-09,yellowstone National Park,T109,,SC14,4
S000609,2025-07-03,Zion National Park ,T057,,SC03,2
S000610,2025-08-08,Acadia National Park ,T005,B0015,SC25,3
S000611,2025-06-21,Redwood National Park ,T013,B0018,SC15,3
S000612,2025-08-03,Glacier National Park ,T040,B0097,SC23,5
S000613,2025-07-02,zion National Park,T010,B0400,SC24,1
S000614,2025-07-19,glacier National Park,T056,B0334,SC18,2
S000615,2025-07-03,yellowstone National Park,T005,B0332,SC05,1
S000616,2025-08-14,Glacier National Park ,T057,B0168,SC09,1
S000617,2025-07-20,yellowstone National Park,T091,B0398,SC12 - Elk,1
S000618,2025-07-23,gRaNd Canyon National Park,T077,B0164,SC19,1
S000619,2025-06-28,zion National Park,T039,B0077,SC05,3
S000620,2025-06-24,redwood National Park,T087,B0006,SC26,1
S000621,2025-06-11,yellowstone National Park,T049,B0043,SC21,2
S000622,2025-08-21,Grand Canyon National Park ,T090,B0007,sc07,2
S000623,2025-08-25,yellowstone National Park,T109,B0268,SC09,4
S000624,2025-07-09,grand Canyon National Park,T008,B0203,SC05,3
S000625,2025-06-09,glacier National Park,T116,B0311,SC16,2
S000626,2025-06-11,Grand Canyon National Park ,T039,B0269,SC08,1
S000627,2025-06-04,yElLoWsToNe National Park,T087,B0352,Sc18,1
S000628,2025-07-28,Glacier National Park ,T092,B0215,SC21,2
S000629,2025-07-01,redwood National Park,T016,B0092,SC25 - Mountain Goat,3
S000630,2025-07-26,gLaCiEr National Park,T111,B0291,SC19,1
S000631,2025-08-06,Yellowstone National Park ,T026,B0179,SC25,3
S000632,2025-06-01,grand Canyon National Park,T025,B0111,sc07,1
S000633,2025-07-20,gRaNd Canyon National Park,T085,B0130,SC03 - River Otter,2
S000634,2025-07-08,gRaNd Canyon National Park,T038,B0096,Sc18,1
S000635,2025-08-25,rEdWoOd National Park,T084,,SC05,2
S000636,2025-07-04,zIoN National Park,T009,B0171,SC02,3
S000637,2025-08-27,redwood National Park,T106,B0386,SC05,6
S000638,2025-06-06,glacier National Park,T059,B0345,SC21,1
S000639,2025-06-20,Acadia National Park ,T118,B0226,SC24,2
S000640,2025-06-03,Glacier National Park ,T120,B0215,SC13,3
S000641,2025-06-27,Grand Canyon National Park ,T014,B0240,SC08,3
S000642,2025-06-06,acadia National Park,T006,B0320,SC27,1
S000643,2025-07-25,zion National Park,T117,B0064,SC25,2
S000644,2025-06-12,aCaDiA National Park,T041,B0120,SC17,1
S000645,2025-08-01,gLaCiEr National Park,T052,B0039,SC12 - Elk,4
S000646,2025-07-18,redwood National Park,T037,B0292,SC09,1
S000647,2025-07-09,zIoN National Park,T095,B0144,SC24,6
S000648,2025-07-17,redwood National Park,T059,,SC06,1
S000649,2025-06-21,rEdWoOd National Park,T119,B0089,SC15,2
S000650,2025-06-04,grand Canyon National Park,T100,B0245,SC03,1
S000651,2025-07-27,gRaNd Canyon National Park,T039,B0186,SC06,2
S000652,2025-08-08,yElLoWsToNe National Park,T088,B0282,SC22,5
S000653,2025-08-01,glacier National Park,T069,,SC29,7
S000654,2025-06-07,gRaNd Canyon National Park,T003,B0248,SC12,1
S000655,2025-06-24,yellowstone National Park,T084,B0289,SC03 - River Otter,3
S000656,2025-08-19,Redwood National Park ,T018,B0364,SC16,1
S000657,2025-07-19,Zion National Park ,T083,,SC14,1
S000658,2025-07-07,yellowstone National Park,T116,B0365,SC23,2
S000659,2025-06-08,acadia National Park,T075,,Sc18,5
S000660,2025-07-18,Acadia National Park ,T013,B0230,SC25,1
S000661,2025-06-07,Yellowstone National Park ,T055,B0253,SC23,1
S000662,2025-06-12,redwood National Park,T055,B0125,SC28,1
S000663,2025-08-09,Glacier National Park ,T034,B0003,SC10,2
S000664,2025-08-28,gLaCiEr National Park,T012,B0289,SC20,4
S000665,2025-06-30,yElLoWsToNe National Park,T021,B0160,SC11,5
S000666,2025-08-14,Glacier National Park ,T084,B0106,SC18,1
S000667,2025-08-01,zion National Park,T020,,SC12,1
S000668,2025-06-30,redwood National Park,T103,,SC18,1
S000669,2025-07-22,glacier National Park,T020,B0022,SC13,1
S000670,2025-07-13,zion National Park,T057,B0206,SC16,2
S000671,2025-07-23,Redwood National Park ,T045,B0326,SC26,1
S000672,2025-07-25,redwood National Park,T115,B0174,SC26,2
S000673,2025-08-29,gLaCiEr National Park,T103,B0135,SC23,4
S000674,2025-08-14,zion National Park,T031,B0216,SC17,3
S000675,2025-06-23,zIoN National Park,T115,B0377,SC16,2
S000676,2025-06-17,aCaDiA National Park,T003,B0278,SC05,3
S000677,2025-08-20,aCaDiA National Park,T023,B0076,SC17,1
S000678,2025-08-20,glacier National Park,T047,,SC20,2
S000679,2025-08-16,grand Canyon National Park,T081,B0270,SC17,5
S000680,2025-08-07,acadia National Park,T071,B0183,SC19,3
S000681,2025-07-21,Acadia National Park ,T020,B0215,SC23,2
S000682,2025-06-27,aCaDiA National Park,T110,B0271,SC26,2
S000683,2025-08-01,Yellowstone National Park ,T032,B0075,SC07,1
S000684,2025-07-08,Acadia National Park ,T036,B0270,SC11,2
S000685,2025-08-29,Redwood National Park ,T035,,SC12 - Elk,3
S000686,2025-08-26,yellowstone National Park,T113,B0289,SC01,4
S000687,2025-06-09,redwood National Park,T018,B0184,SC26,1
S000688,2025-08-05,acadia National Park,T014,B0102,SC15,3
S000689,2025-07-02,Grand Canyon National Park ,T082,,SC19,2
S000690,2025-07-12,Acadia National Park ,T096,,SC15,3
S000691,2025-07-17,Grand Canyon National Park ,T076,B0249,SC25,3
S000692,2025-07-01,gRaNd Canyon National Park,T008,B0172,SC16,3
S000693,2025-06-05,aCaDiA National Park,T104,B0391,SC28,1
S000694,2025-07-27,Glacier National Park ,T016,B0387,SC07,3
S000695,2025-07-19,gRaNd Canyon National Park,T105,B0212,SC08,2
S000696,2025-07-28,zion National Park,T030,B0320,SC30,3
S000697,2025-07-20,glacier National Park,T080,B0174,SC27,1
S000698,2025-06-10,Grand Canyon National Park ,T018,B0356,SC18,4
S000699,2025-06-27,acadia National Park,T005,B0019,SC18,4
S000700,2025-06-30,Zion National Park ,T032,B0282,SC06,1
S000701,2025-07-23,grand Canyon National Park,T053,B0109,SC17,2
S000702,2025-06-20,yellowstone National Park,T079,B0068,SC12 - Elk,1
S000703,2025-08-08,zIoN National Park,T035,B0302,SC20,1
S000704,2025-07-12,Acadia National Park ,T055,B0236,SC17,2
S000705,2025-08-19,Acadia National Park ,T052,B0341,SC09,1
S000706,2025-06-16,gLaCiEr National Park,T022,B0032,SC14,1
S000707,2025-06-25,Glacier National Park ,T076,B0047,SC27,2
S000708,2025-06-30,rEdWoOd National Park,T001,B0093,SC21,3
S000709,2025-06-02,acadia National Park,T055,B0195,SC10,1
S000710,2025-07-29,Grand Canyon National Park ,T072,B0366,SC16,5
S000711,2025-06-20,yElLoWsToNe National Park,T021,B0070,SC25,1
S000712,2025-07-17,rEdWoOd National Park,T022,,SC03,3
S000713,2025-08-22,zion National Park,T014,B0223,SC02,4
S000714,2025-08-07,redwood National Park,T009,B0186,SC28,1
S000715,2025-07-03,Glacier National Park ,T084,B0031,SC19,2
S000716,2025-08-28,Grand Canyon National Park ,T080,,SC07,2
S000717,2025-06-01,acadia National Park,T116,B0311,SC26,1
S000718,2025-07-27,redwood National Park,T018,B0132,SC15,1
S000719,2025-08-19,aCaDiA National Park,T082,B0117,SC01,2
S000720,2025-06-25,acadia National Park,T039,B0303,SC29,2
S000721,2025-08-14,redwood National Park,T039,B0112,SC18,4
S000722,2025-08-27,Glacier National Park ,T063,B0121,SC22,4
S000723,2025-07-05,Zion National Park ,T088,B0327,SC06,2
S000724,2025-06-21,Glacier National Park ,T086,B0167,SC11,1
S000725,2025-07-26,Redwood National Park ,T111,,SC17,4
S000726,2025-07-23,Acadia National Park ,T070,B0007,SC20,2
S000727,2025-08-07,redwood National Park,T112,B0280,SC03 - River Otter,6
S000728,2025-06-14,zion National Park,T038,B0367,SC13,1
S000729,2025-07-03,Redwood National Park ,T051,,SC14,4
S000730,2025-06-16,acadia National Park,T100,B0299,SC22,2
S000731,2025-08-05,aCaDiA National Park,T001,B0054,SC20,1
S000732,2025-07-03,yellowstone National Park,T108,B0250,SC04,1
S000733,2025-06-02,Redwood National Park ,T013,B0389,SC27,2
S000734,2025-08-26,acadia National Park,T004,B0216,SC29,1
S000735,2025-08-01,gRaNd Canyon National Park,T030,B0171,SC05,4
S000736,2025-06-02,grand Canyon National Park,T023,B0006,SC09,3
S000737,2025-08-25,Grand Canyon National Park ,T110,B0358,SC27,1
S000738,2025-06-15,Redwood National Park ,T013,B0181,SC28,3
S000739,2025-06-09,Grand Canyon National Park ,T015,B0209,SC12,1
S000740,2025-06-20,gLaCiEr National Park,T059,B0268,SC23,1
S000741,2025-06-04,gRaNd Canyon National Park,T090,B0251,SC11,3
S000742,2025-08-13,Redwood National Park ,T065,B0172,SC27,4
S000743,2025-06-24,rEdWoOd National Park,T040,B0099,SC20,1
S000744,2025-07-14,rEdWoOd National Park,T058,,SC20,3
S000745,2025-08-05,acadia National Park,T075,B0175,SC14,3
